time,price,volume,buy_or_sell,market_or_limit,misc
1526267904.8624,8514.30000,0.02668766,s,l,
1526267904.8659,8514.30000,0.09666079,s,l,
1526308616.1951,8770.60000,0.15000000,s,m,
1526256982.7295,8630.40000,0.17052804,s,l,
1526267905.7023,8522.50000,0.00665632,b,l,
1526305378.2449,8372.80000,0.09811135,s,l,
1526202702.7519,8416.50000,0.04950000,s,l,
1526224215.3035,8587.00000,0.00100000,s,l,
1526398988.6249,8548.20000,0.06630000,b,l,
1526267917.6846,8522.20000,0.00665210,b,l,
1526333455.2935,8813.60000,0.05963000,s,l,
1526267921.9487,8521.40000,0.00665155,b,l,
1526398994.7933,8540.60000,0.01076552,s,l,
1526398996.3568,8540.60000,0.00337110,s,l,
1526398997.5991,8540.60000,0.01410000,s,l,
1526224217.2976,8591.20000,0.01070202,b,m,
1526195415.8069,8417.50000,0.02020000,s,m,
1526300676.8658,8405.10000,0.00057447,s,l,
1526344548.1246,8686.20000,0.65260000,s,m,
1526267934.9178,8525.60000,0.29440000,b,m,
1526196508.8902,8443.80000,0.00010000,b,m,
1526224219.925,8590.00000,0.00500000,b,l,
1526399012.0734,8541.00000,0.12010000,b,l,
1526390589.0274,8727.50000,0.04408697,s,l,
1526414594.8282,8535.10000,0.00100044,s,l,
1526304634.0399,8315.00000,0.00490000,s,m,
1526399020.9924,8541.20000,0.11740000,b,l,
1526220373.7329,8564.50000,0.44000000,s,m,
1526238823.4244,8620.90000,0.30288978,s,m,
1526399029.6539,8540.60000,0.10039980,s,l,
1526218191.9897,8510.50000,0.09293699,s,l,
1526366217.863,8753.70000,0.27160000,s,m,
1526259654.4401,8677.20000,0.03000000,b,m,
1526360038.3792,8713.90000,0.04000000,b,l,
1526202426.9059,8402.70000,0.18961869,b,l,
1526267963.6443,8518.40000,0.00500000,b,l,
1526202428.5512,8402.40000,0.10373160,s,l,
1526255443.3935,8691.00000,0.00011918,s,l,
1526267968.1652,8518.40000,0.10000000,b,l,
1526298935.9903,8423.80000,0.00685361,s,m,
1526202434.9851,8402.60000,0.02093653,b,m,
1526202435.1103,8403.10000,0.43244558,b,m,
1526399044.9026,8543.30000,0.00518591,b,l,
1526382138.396,8792.00000,0.03654755,b,l,
1526202440.3995,8402.30000,1.00000000,s,l,
1526398988.6157,8540.70000,0.18000000,b,l,
1526202443.2047,8398.60000,0.01980178,s,l,
1526312029.5139,8749.50000,0.01314333,s,m,
1526395326.2456,8500.70000,0.87297553,s,l,
1526309954.0531,8744.90000,0.01097702,s,m,
1526333523.3187,8820.10000,0.04500000,b,l,
1526223894.7502,8630.20000,0.00913275,s,l,
1526223794.3991,8615.10000,0.50000000,s,l,
1526202455.4026,8398.60000,0.08019822,s,l,
1526267992.0204,8518.30000,0.01000000,s,l,
1526267993.9736,8518.30000,0.00230000,s,l,
1526267994.3202,8521.80000,0.02102604,b,m,
1526267919.7731,8516.30000,0.04790000,s,l,
1526267997.2665,8516.00000,0.10000000,s,l,
1526267998.5836,8514.30000,0.01900000,s,l,
