time,price,volume,buy_or_sell,market_or_limit,misc
1526339740.557,726.02000,2.19652025,b,m,
1526224215.3619,714.90000,2.38970000,b,l,
1526229101.2602,729.00000,0.26894375,b,l,
1526405695.7997,715.80000,21.21971637,s,l,
1526277111.9381,697.46000,2.58000000,b,m,
1526268057.5238,709.40000,0.20747988,s,m,
1526325121.2484,734.00000,0.00000314,s,m,
1526202408.3702,678.80000,1.11683015,s,m,
1526255289.5047,729.98000,0.04700000,b,l,
1526333488.2653,738.66000,0.05000000,b,m,
1526333495.0329,738.00000,0.02500000,s,l,
1526202439.8463,678.32000,0.30080157,s,l,
1526333516.1849,738.00000,0.35000000,s,m,
1526267917.9746,710.32000,2.00000000,s,m,
1526397204.3332,717.44000,2.79848258,b,m,
1526277113.2868,698.15000,2.70927388,b,m,
1526250926.7087,732.55000,0.02600000,b,l,
1526371109.9461,735.97000,0.04140599,b,l,
1526325123.9689,734.53000,0.06422000,b,m,
1526315194.467,733.16000,0.02100000,b,l,
1526236396.4969,730.81000,4.02030494,s,m,
1526306132.5384,720.00000,3.25928679,b,m,
1526202475.5382,678.30000,0.39839840,b,l,
1526327918.0942,735.69000,5.00000000,b,m,
1526271383.4512,700.21000,5.00000000,s,l,
1526333557.9168,738.53000,0.19411804,b,l,
1526202486.6995,678.30000,4.30080003,b,l,
1526396857.8045,714.50000,0.15473019,b,m,
1526202493.86,678.24000,0.01442293,s,l,
1526394909.8467,712.00000,2.00000000,s,m,
1526364537.8521,735.30000,5.48805000,b,l,
1526229105.9208,729.21000,1.74922914,s,m,
1526264437.0858,726.58000,2.95072251,b,l,
1526207754.8942,691.06000,18.57290000,s,l,
1526386228.2893,734.29000,0.46300000,b,m,
1526274629.7738,688.10000,1.50000000,s,m,
1526395501.6183,713.23000,4.40000000,b,m,
1526394900.0645,715.82000,1.02430740,b,m,
1526224239.5542,714.90000,0.40198909,b,m,
1526289776.2922,706.41000,0.42299543,s,m,
1526246086.2418,740.45000,0.06610898,b,m,
1526333606.6175,738.01000,0.03500000,s,m,
1526284643.2117,700.51000,0.02600000,b,l,
1526307226.7031,731.07000,1.88000000,b,m,
1526333611.7164,738.36000,0.15191368,b,m,
1526394958.0958,712.03000,1.24076032,s,m,
1526377500.2818,731.00000,0.05508825,b,l,
1526197814.5361,683.87000,0.06110000,b,l,
1526306477.7307,727.69000,0.32466921,b,l,
1526307668.383,726.56000,0.60000000,s,l,
1526371933.819,725.93000,0.18992685,s,m,
1526311626.7559,723.00000,0.57718042,b,l,
1526202558.8894,677.22000,0.07383125,s,l,
1526311627.6312,723.00000,0.84290000,b,l,
1526209697.0833,692.98000,0.02500000,b,l,
1526206717.6656,693.61000,0.23358750,s,m,
1526268416.95,704.67000,0.23846816,s,l,
1526311629.6454,723.38000,1.03267378,s,l,
1526242201.6091,728.97000,0.02100000,b,l,
1526390264.7084,727.49000,0.03300000,b,l,
1526330075.4326,733.48000,0.02500000,b,l,
1526333657.8837,738.01000,0.42595271,s,m,
1526311631.7062,723.39000,0.03500000,b,m,
1526333663.567,738.00000,0.06771764,b,m,
1526311632.8433,723.52000,0.02400000,s,l,
1526202921.7077,681.10000,0.00006768,b,l,
1526311633.5978,723.86000,0.02400000,b,l,
1526224252.8928,714.11000,0.23059341,s,m,
1526202603.6528,678.33000,0.25491834,s,l,
1526281870.6812,704.00000,1.50000000,s,m,
1526202408.3432,678.86000,0.17258205,s,m,
1526333683.6106,737.93000,0.02194295,s,m,
1526305006.1826,690.34000,0.04000000,b,m,
1526267945.0488,711.49000,0.04700000,b,m,
1526333689.3164,737.93000,0.23124334,s,l,
1526311637.4947,723.99000,0.02400000,b,l,
1526202626.5768,678.21000,0.19645725,s,l,
1526207416.0154,693.50000,0.27050400,s,m,
1526311639.6677,723.99000,0.08123168,s,m,
1526242203.0425,729.00000,0.67900000,b,m,
1526333709.8606,737.95000,0.64372341,s,l,
1526396857.838,715.90000,4.95300000,b,m,
1526295055.5129,706.69000,0.00766901,b,m,
1526224259.6996,714.10000,1.09737620,s,m,
1526311641.2959,724.28000,0.02400000,b,l,
1526373139.4366,725.42000,0.69481416,s,m,
1526255297.2736,729.99000,0.09012806,b,l,
1526229110.0552,729.90000,0.21971000,b,l,
1526202654.8738,679.53000,6.97320226,b,l,
1526202660.1673,679.60000,10.00000000,b,l,
1526272305.9428,692.30000,2.98636336,b,l,
1526202663.8019,678.31000,5.00000000,s,l,
1526311644.1984,724.33000,2.73973850,b,l,
1526267954.29,710.43000,2.52068070,s,l,
1526233219.1595,722.00000,56.10631226,s,l,
1526361459.226,729.54000,0.06193432,b,m,
1526333749.3253,737.95000,0.38359425,s,m,
1526275676.7014,693.61000,0.23708643,s,m,
1526202689.8527,680.70000,0.00000462,b,m,
1526333762.726,738.00000,0.43228236,b,m,
1526333764.9803,737.97000,0.13800000,b,m,
1526405977.1478,716.99000,0.17808082,s,l,
1526289805.8896,706.70000,0.17328464,s,m,
1526267960.7388,710.33000,0.12658338,s,m,
1526272757.1834,692.77000,0.03920234,b,l,
1526337891.6568,720.64000,0.44164395,b,m,
1526286884.7171,703.25000,0.02300000,b,l,
1526353102.6939,723.68000,0.02000000,b,m,
1526333792.9882,738.95000,0.00012969,b,m,
1526224272.7197,714.10000,0.68059341,s,l,
1526268393.6076,706.20000,0.70000000,s,m,
1526214655.1143,699.26000,0.98500000,b,l,
1526202728.1144,680.53000,0.12918589,s,l,
1526265202.4103,723.40000,0.00015505,b,l,
1526333809.5665,738.94000,0.33385067,b,m,
1526333810.9384,737.96000,0.99780483,s,m,
1526202745.6356,680.52000,1.00000000,s,l,
1526314059.3434,729.06000,2.09206687,s,m,
1526394965.6737,712.60000,0.25923968,s,m,
1526202760.2382,680.52000,1.00000000,s,l,
1526408059.0763,712.00000,88.22322622,s,l,
1526333837.3678,737.97000,0.86159417,s,l,
1526202770.4862,680.70000,0.05547100,b,l,
1526267971.1444,710.32000,5.00000000,s,m,
1526333845.3792,737.96000,0.04301047,s,l,
1526224281.2168,714.00000,0.35800000,b,m,
1526333848.7645,737.94000,0.06538575,s,l,
1526333849.6948,737.91000,0.38378308,s,l,
1526333851.7261,737.96000,0.00098952,b,m,
1526333852.8031,737.93000,0.17283271,s,l,
1526188875.1297,671.73000,0.43876184,b,m,
1526399046.2798,718.14000,0.43704201,s,l,
1526407763.5607,711.12000,3.02400000,s,l,
1526279744.2311,704.03000,1.02982659,b,m,
1526369077.861,733.49000,0.17706212,b,m,
1526377203.0044,730.07000,5.00000000,s,l,
1526211657.2142,697.00000,0.04099618,s,l,
1526268396.6652,706.00000,11.73953403,s,l,
1526377205.3581,730.00000,1.21779063,b,l,
1526377206.6833,730.00000,1.35704443,b,l,
1526381874.7699,733.65000,3.85100000,s,l,
1526390689.0189,726.23000,0.57899270,s,m,
1526233336.6544,721.40000,0.40574214,b,l,
1526394968.9868,712.07000,1.00000000,s,m,
1526271857.7509,690.00000,4.00000000,s,m,
1526242210.3547,730.00000,0.76125164,b,l,
1526311675.3411,725.51000,3.28700000,s,l,
1526224295.073,714.87000,0.32320751,b,l,
1526333933.6779,737.92000,0.40000000,s,m,
1526337160.3082,723.00000,8.87300000,s,l,
1526294585.7688,706.37000,0.01866944,b,l,
1526289833.7483,706.17000,2.17825640,s,l,
1526311679.5895,725.06000,0.63284830,b,l,
1526393422.1036,728.20000,0.00000005,b,m,
1526224298.6479,714.90000,7.94360700,b,l,
1526246144.6967,739.18000,0.17240292,s,l,
1526307679.6267,726.70000,0.25000000,b,m,
1526311681.6075,725.06000,0.13732266,b,l,
1526246576.7588,736.00000,0.07741295,s,l,
1526313909.0779,731.95000,8.86300000,s,m,
1526333969.904,737.92000,0.12041794,s,m,
1526395606.3407,713.99000,0.10000000,b,l,
1526224302.3511,714.90000,25.86660137,b,l,
1526268399.2786,705.00000,1.00000000,s,m,
1526202904.5918,680.47000,0.02700000,b,l,
1526188038.3149,669.60000,0.00706776,s,m,
1526383283.065,733.00000,9.01438499,b,l,
1526377221.6042,729.99000,0.02750260,b,l,
1526232553.775,727.30000,1.60100000,s,m,
1526308498.4074,731.06000,0.10086147,b,m,
1526202916.5705,680.48000,0.02700000,b,l,
1526232905.2842,726.00000,6.00000000,s,l,
1526224305.2087,716.19000,6.42633980,b,l,
1526202921.7132,681.10000,53.72205544,b,l,
1526202929.0777,680.97000,0.41718923,b,l,
1526268400.0297,705.00000,0.15000000,s,m,
1526355380.7196,727.21000,0.02500000,b,m,
1526282961.1471,697.01000,0.05500000,b,m,
1526256713.8199,719.00000,1.33090000,s,l,
1526412089.0761,709.58000,0.30768679,b,m,
1526403701.577,723.61000,0.00000072,b,l,
1526267821.0234,714.39000,0.15000000,b,m,
1526224313.0351,716.99000,2.44289743,b,l,
1526202971.1266,680.50000,0.28897359,s,l,
1526241001.6154,729.00000,1.01166255,s,l,
1526301231.7718,704.89000,0.12310642,b,l,
1526256226.355,726.52000,0.79977736,b,m,
1526311697.8488,725.00000,10.00000000,s,l,
1526334066.2813,738.00000,0.89500000,b,l,
1526334067.0347,738.00000,0.98800000,b,m,
1526202997.7525,680.48000,0.02500000,b,l,
1526202998.347,681.26000,0.02100000,s,l,
1526203000.5508,681.26000,7.70000000,s,l,
1526396857.9482,718.94000,10.00000000,b,m,
1526239992.8874,730.97000,0.02500000,b,l,
1526203009.1564,681.26000,7.19500400,s,l,
1526203010.4125,681.26000,10.43000000,s,l,
1526203014.3751,681.26000,1.54999340,s,l,
1526203015.4817,681.26000,0.20029240,s,l,
1526399084.6294,719.20000,0.02700000,b,m,
1526394828.7916,718.00000,3.00000000,s,m,
1526269807.451,699.34000,1.28466898,s,l,
1526205147.3516,698.83000,0.02500000,b,m,
1526188817.8243,671.00000,0.91369567,s,m,
1526334115.8914,738.01000,0.02162705,s,l,
1526334119.8724,737.99000,0.27754276,b,m,
1526203051.6507,679.82000,0.02030876,s,l,
1526386246.4424,734.19000,0.03860031,b,l,
1526259675.95,729.00000,1.42352751,s,l,
1526377245.3393,730.00000,0.69720171,b,l,
1526399340.3994,718.89000,1.00000000,b,l,
1526334144.665,737.99000,0.02200000,b,l,
1526334150.5999,738.00000,0.47890000,b,l,
1526246177.2846,739.02000,0.28432482,s,l,
1526350114.5285,726.84000,0.00002320,s,m,
1526377250.4125,730.00000,0.12681195,b,l,
1526203086.6487,679.87000,0.14652393,b,l,
