Trade_volume,Number of trades with that volume
0.5,287
1.0,602
2.0,325
3.0,158
4.75,2
5.0,653
0.25,136
1.5,395
8.0,10
9.0,77
10.87386318,1
11.0,16
12.0,19
13.5,29
14.0,5
15.0,25
16.5,2
17.0,10
18.0,11
3.25,2
20.0,165
21.0,6
22.5,7
23.17526266,1
24.0,1
4.0,91
26.11288494,1
27.0,1
28.48882992,1
29.26252187,1
30.0,7
5.85516337,1
32.0,2
33.0,2
34.17321034,1
35.74088431,1
1.25,50
37.56403718,2
38.0,2
39.52179946,1
40.03950598,1
41.91832644,1
42.75252143,1
7.5,3
44.45188437,1
45.0,4
46.57310171,1
47.8374302,2
48.39209683,1
49.953,1
50.0,11
51.11770548,1
52.12398236,1
54.14371946,1
9.5,2
0.68911706,4
57.449,1
59.04529531,1
60.0,16
10.0,128
4.69242226,1
63.0,1
0.12970215,1
0.1120878,1
2.875,1
67.7428917,1
0.1345,1
69.0846,1
70.19725255,1
72.3609042,1
12.625,1
74.01134356,1
75.0,1
76.76481678,2
77.80386173,1
78.25638878,2
13.0,18
80.7007,1
0.17659281,1
83.8658147,1
84.0456852,1
14.857,1
87.65162738,1
88.567,1
89.46718421,1
90.73415808,1
0.587,1
93.8907,1
95.54496166,1
0.04457472,1
16.0,5
2.5792127,1
99.95411634,1
100.0,5
101.49205219,1
17.49737666,1
0.1428957,1
0.519,1
18.57137455,1
0.17328464,1
2.456e-05,1
113.225,1
114.213,1
19.97203915,1
1.64690039,1
0.53852524,1
119.25891489,1
20.70122551,1
123.4592,1
0.8436555,1
4.5,47
127.6616,1
0.27219427,1
129.64209724,1
0.37620289,1
132.742,1
22.20031179,1
134.101,1
137.13960918,1
138.81185174,1
23.68529787,1
0.1536,1
24.90394043,1
147.20404336,1
1.89985401,1
149.474,1
0.3103,1
25.0,9
155.0339,1
0.125,56
157.628,1
158.701,1
159.591,1
0.08754016,1
161.45521852,1
0.2997,1
27.975,1
3.60566538,1
168.508,1
28.0,1
173.669,1
0.55143972,1
29.0,1
0.02030465,1
177.31476283,1
178.0026,1
0.19937143,1
1.75,6
182.76477267,1
1.33986117,1
6.0,25
31.0,2
189.83,1
0.15537535,1
32.41687414,1
2.4249016,1
2.007,1
198.775,1
33.6633,1
200.0,1
202.963,1
34.73143164,1
206.63224332,1
0.2360397,1
35.20751253,1
1.35080633,1
213.42741313,1
14.952,2
7.0,9
36.58527192,1
218.004,1
0.00873,1
0.13084401,1
37.27223669,1
0.11343574,2
0.00015014,1
6.381,1
38.71113966,1
0.20365439,1
2.0239684,1
233.747,1
39.80394029,1
1.95,1
0.04055975,1
40.99804499,1
242.11081331,1
0.08756914,1
0.0001295,1
8.5,1
41.57,1
0.02594182,1
2.69903655,1
250.0,2
0.95178312,1
42.0,1
4.89782011,1
0.56892723,1
0.18759933,1
0.682,1
43.03753274,1
1.1243686,1
0.27194304,1
0.15633272,1
44.02568363,1
268.044,1
270.29726174,1
45.2165927,1
1.288e-05,1
1.913,1
46.79258917,1
0.7857029,2
0.2852301,1
47.13841753,1
5.17667924,1
3.615296,1
0.02119012,1
2.75842347,1
0.0354,1
0.18301696,1
0.40598103,1
0.1034034,1
50.54026071,1
0.68204063,2
0.05422308,1
10.5,3
9.96e-06,1
52.56376349,1
316.65,2
4.7820122,1
53.54108247,1
0.06556449,1
0.07494177,1
0.28274084,1
54.98241929,1
2.5,47
1.663,1
0.26871185,1
335.979,1
0.03469724,1
56.08755,1
0.20569576,3
57.5244,1
7.55398742,1
0.24699427,1
0.09906436,1
2.12574905,1
59.504,1
0.25788995,1
0.51384739,1
60.78777692,1
0.37800466,1
12.5,3
61.82823411,1
2.62553455,1
62.58,1
8.88211199,1
0.898,2
378.24108511,1
63.8,1
0.173045,1
0.12260431,1
0.05202113,1
0.24225077,1
0.10800219,1
0.60957434,1
65.46417107,1
6.0173,1
5.247e-05,1
0.00456509,1
0.0476642,1
401.58596708,1
7.507,1
68.85521504,1
0.06321423,1
0.04160953,1
70.1847812,1
0.444,1
0.32435943,1
0.05827592,1
72.6016,1
10.50036143,1
1.75314137,1
73.28,1
0.26106458,1
0.21091029,1
74.41282497,1
0.35700246,1
0.2105751,1
0.11553359,1
0.00238135,1
0.16306712,1
76.7419,1
0.00108032,2
77.31149355,1
0.0629584,1
1.9309,1
78.0,1
79.97566266,1
0.11511512,1
0.63556355,1
0.50573554,1
0.09724387,1
3.5,10
2.033605,1
7.975,1
1.326,2
0.40039574,1
0.1966967,1
0.05134574,1
82.7067,1
0.16425126,1
0.9952531,1
0.09764119,1
83.59622708,1
3.79157073,1
0.09914118,1
5.480815,1
3.69e-06,1
85.90170426,1
0.44530245,1
1.434061,2
0.4592323,1
0.11211583,1
