time,bid,ask
1526202368,678.85000,679.68000
1526464512,691.50000,692.37000
1526464514,691.46000,692.37000
1526464518,691.47000,692.37000
1526464521,691.50000,692.37000
1526202378,678.85000,679.67000
1526464523,691.47000,692.37000
1526464527,691.46000,692.37000
1526202384,678.86000,679.67000
1526464529,691.50000,692.37000
1526202386,678.87000,679.68000
1526202387,678.86000,679.68000
1526202391,678.86000,679.66000
1526464537,691.50000,692.37000
1526464540,691.47000,692.37000
1526202399,678.86000,679.69000
1526464546,691.50000,692.37000
1526202404,678.86000,679.67000
1526464550,691.48000,692.37000
1526202408,677.96000,679.67000
1526202410,678.03000,679.67000
1526202411,678.10000,679.69000
1526464556,691.48000,692.37000
1526202413,678.11000,679.68000
1526202414,678.11000,679.20000
1526202415,678.12000,679.20000
1526202417,678.20000,679.20000
1526464563,691.50000,692.37000
1526202420,678.21000,679.20000
1526202421,678.30000,679.20000
1526202423,678.31000,679.20000
1526464568,691.47000,692.38000
1526202427,678.31000,679.69000
1526202428,678.32000,679.68000
1526464573,691.47000,692.38000
1526464574,691.47000,692.37000
1526202431,678.32000,679.67000
1526464576,691.47000,692.38000
1526464577,691.50000,692.38000
1526202434,678.32000,679.66000
1526464579,691.47000,692.38000
1526464582,691.47000,691.55000
1526202439,678.21000,678.30000
1526464584,691.48000,691.55000
1526464586,691.50000,691.55000
1526464587,691.47000,691.55000
1526464589,691.51000,691.55000
1526202446,678.22000,678.30000
1526202457,678.23000,678.30000
1526464610,691.52000,691.55000
1526202473,678.21000,678.30000
1526202476,678.22000,678.30000
1526202477,678.23000,678.30000
1526464624,691.51000,691.55000
1526464531,691.46000,692.37000
1526202486,678.30000,679.66000
1526202487,678.23000,679.66000
1526202488,678.24000,679.66000
1526202489,678.24000,679.65000
1526202490,678.24000,679.60000
1526202495,678.24000,679.60000
1526202497,678.30000,679.60000
1526202498,678.31000,679.60000
1526202500,678.32000,679.60000
1526202502,678.32000,679.59000
1526202503,678.33000,679.59000
1526202509,678.40000,679.59000
1526202515,678.34000,679.59000
1526202518,678.34000,679.58000
1526202519,678.35000,679.58000
1526464673,692.38000,692.39000
1526202533,678.36000,679.58000
1526202538,678.36000,679.50000
1526508231,697.79000,698.49000
1526202543,678.36000,679.57000
1526202544,678.37000,679.57000
1526202546,678.37000,679.50000
1526202547,678.38000,679.50000
1526202551,678.38000,679.57000
1526202558,677.21000,679.57000
1526464703,691.51000,692.39000
1526202560,677.22000,679.56000
1526202561,677.23000,679.56000
1526202563,677.30000,679.56000
1526202564,678.20000,679.56000
1526464711,691.51000,692.38000
1526202568,678.20000,678.90000
1526202572,678.30000,678.55000
1526464720,691.46000,692.38000
1526202578,678.31000,678.55000
1526202579,678.32000,678.55000
1526202582,678.32000,679.57000
1526202583,678.32000,679.56000
1526464729,691.50000,692.37000
1526464731,691.46000,692.37000
1526202588,678.32000,678.63000
1526464734,691.50000,692.37000
1526202591,678.31000,678.63000
1526202593,678.33000,678.63000
1526202598,678.33000,679.57000
1526202602,678.33000,679.56000
1526202603,676.91000,678.49000
1526464748,691.46000,692.35000
1526202605,677.14000,678.49000
1526202606,678.20000,678.49000
1526464751,691.50000,692.35000
1526464754,691.46000,692.35000
1526202611,678.20000,678.49000
1526464756,691.50000,692.34000
1526202615,678.21000,678.49000
1526202618,678.21000,679.54000
1526202619,678.21000,679.53000
1526464765,691.46000,692.34000
1526202623,678.21000,679.50000
1526464770,691.50000,692.34000
1526202627,678.21000,679.52000
1526202629,678.21000,679.51000
1526202630,678.21000,679.40000
1526202412,678.10000,679.68000
1526202634,678.21000,679.39000
1526464779,691.50000,692.34000
1526202638,678.22000,679.38000
1526202641,678.22000,679.37000
1526464787,691.50000,692.34000
1526202646,678.22000,679.54000
1526464791,691.36000,691.39000
1526202648,678.22000,679.53000
1526202651,678.22000,679.40000
1526202652,678.23000,679.40000
1526202654,678.24000,679.58000
1526464799,691.48000,692.34000
1526202656,678.26000,679.58000
1526202657,678.26000,679.60000
1526464802,691.50000,692.33000
1526202659,678.30000,679.60000
1526202660,678.31000,679.80000
1526202663,678.30000,679.96000
1526202664,678.31000,679.95000
1526202665,678.32000,679.95000
1526464811,691.37000,692.33000
1526202668,678.40000,679.95000
1526202669,679.20000,679.95000
1526464814,691.40000,692.33000
1526202673,679.20000,680.08000
1526202674,678.73000,680.64000
1526202676,679.20000,680.63000
1526202677,679.20000,680.62000
1526202678,679.20000,680.40000
1526202680,679.45000,680.40000
1526464564,691.47000,692.37000
1526202682,679.45000,680.62000
1526202683,679.80000,680.62000
1526202686,680.46000,680.62000
1526202688,680.46000,680.69000
1526202689,680.46000,680.70000
1526202692,680.50000,680.70000
1526202697,680.46000,680.70000
1526202698,680.50000,680.70000
1526202699,680.51000,680.70000
1526464846,691.44000,692.33000
1526464847,691.50000,692.33000
1526464850,691.44000,692.33000
1526202707,680.52000,680.70000
1526464854,691.50000,692.33000
1526464857,691.44000,692.33000
1526202714,680.53000,680.70000
1526464860,691.50000,692.33000
1526464862,691.45000,692.33000
1526464864,691.50000,692.33000
1526464867,691.46000,692.33000
1526464868,691.51000,692.33000
1526202728,680.52000,680.53000
1526464876,691.52000,692.33000
1526202740,680.47000,680.53000
1526202743,680.52000,680.53000
1526464888,691.96000,692.33000
1526464889,692.34000,692.38000
1526464891,692.35000,692.38000
1526464892,692.41000,692.42000
1526246122,739.14000,739.84000
1526464895,692.35000,692.42000
1526464896,692.44000,692.45000
1526464898,692.40000,692.45000
1526464901,692.20000,692.45000
1526464902,692.41000,692.45000
1526202761,680.00000,680.53000
1526464908,692.42000,692.45000
1526202765,680.10000,680.53000
1526464912,692.43000,692.45000
1526202770,680.10000,681.70000
1526202771,680.00000,681.05000
1526202773,680.11000,680.52000
1526464930,692.44000,692.46000
1526202787,680.00000,680.52000
1526202788,680.12000,680.52000
1526464935,692.45000,692.46000
1526464943,692.45000,692.48000
1526202802,680.00000,680.52000
1526202804,680.13000,680.52000
1526202817,680.14000,680.52000
1526464963,692.45000,692.46000
1526464964,692.42000,692.46000
1526464969,692.45000,692.46000
1526464970,692.42000,692.46000
1526464971,692.42000,692.45000
1526202831,680.14000,680.51000
1526202832,680.15000,680.51000
1526229116,729.39000,730.20000
1526202836,680.15000,680.50000
1526464982,691.70000,692.44000
1526464984,692.43000,692.44000
1526464988,691.70000,692.44000
1526464990,691.70000,692.50000
1526202847,680.00000,680.50000
1526202848,680.16000,680.50000
1526464998,692.40000,692.50000
1526465001,691.71000,692.50000
1526465003,691.71000,692.49000
1526465004,691.90000,692.49000
1526202861,679.82000,680.50000
1526202862,680.17000,680.50000
1526465007,691.71000,692.49000
1526465008,691.72000,692.49000
1526465009,692.42000,692.49000
1526202867,680.17000,680.49000
1526202870,680.17000,680.48000
1526202874,680.33000,680.48000
1526465019,692.42000,692.50000
1526202876,680.33000,680.47000
1526202877,680.34000,680.47000
1526465024,692.43000,692.49000
1526202888,680.44000,680.47000
1526465035,692.43000,692.50000
1526465037,692.43000,693.77000
1526465038,692.50000,693.59000
1526465040,692.43000,693.59000
1526202897,680.45000,680.47000
1526465043,692.52000,693.58000
1526465045,692.43000,693.58000
1526465046,692.60000,693.58000
1526202904,680.47000,680.48000
1526465049,692.51000,693.57000
1526465055,692.60000,693.57000
1526202913,680.46000,680.48000
1526465058,692.52000,693.57000
1526465060,692.60000,693.57000
1526465062,692.52000,693.57000
1526202921,680.48000,681.10000
1526202922,680.48000,681.08000
1526202923,680.49000,680.98000
1526465069,692.53000,693.57000
1526465070,692.54000,693.57000
1526465071,692.53000,693.57000
1526202928,680.49000,680.97000
1526465076,692.60000,693.57000
1526465079,692.56000,693.57000
1526202938,680.50000,680.97000
1526465086,692.56000,693.85000
1526465087,692.56000,693.75000
1526465089,692.60000,693.75000
1526202946,680.50000,680.96000
1526465092,692.56000,693.74000
1526465095,692.54000,693.74000
1526465097,692.54000,693.73000
1526465098,692.60000,693.73000
1526465099,693.80000,693.84000
1526465103,692.54000,693.78000
1526202960,680.50000,680.97000
1526465106,692.70000,693.83000
1526465109,692.54000,693.83000
1526465111,692.56000,693.83000
1526465114,692.57000,693.83000
1526465115,692.60000,693.83000
1526202974,679.83000,680.50000
1526202976,679.83000,680.49000
1526202979,679.82000,680.49000
1526465124,692.60000,693.83000
1526465126,692.57000,693.82000
1526202983,679.83000,680.49000
1526202984,679.83000,680.48000
1526202985,679.83000,680.47000
1526465132,692.60000,693.82000
1526508306,697.82000,698.75000
1526465134,692.60000,693.83000
1526465135,692.59000,693.83000
1526465136,692.59000,693.81000
1526465140,692.62000,693.81000
1526202997,681.26000,681.40000
1526203000,681.26000,681.39000
1526203002,681.26000,681.38000
1526203003,681.26000,681.37000
1526203005,681.26000,681.30000
1526203006,681.26000,681.37000
1526203008,681.26000,681.37000
1526203009,681.26000,681.30000
1526203011,681.26000,681.29000
1526203013,681.26000,681.27000
1526203015,679.82000,679.94000
1526203017,679.82000,679.93000
1526203039,679.82000,679.92000
1526203048,679.82000,679.88000
1526203051,679.13000,679.55000
1526203057,678.50000,679.55000
1526203058,679.14000,679.91000
1526203061,678.44000,679.91000
1526203064,678.45000,679.91000
1526203065,678.60000,679.91000
1526203069,678.60000,679.58000
1526203070,678.45000,679.58000
1526203071,678.46000,679.58000
1526203072,678.60000,679.58000
1526203076,678.60000,679.90000
1526203077,679.00000,679.87000
1526203080,679.00000,679.86000
1526203083,678.97000,679.86000
1526203084,679.01000,679.85000
1526203086,679.10000,679.87000
1526203090,679.02000,679.87000
1526203091,679.02000,679.90000
1526203092,679.02000,679.87000
1526203094,679.02000,679.86000
1526203095,679.10000,679.86000
1526203099,679.02000,679.86000
1526203102,679.02000,679.85000
1526203103,679.10000,679.85000
1526203108,679.02000,679.85000
1526203110,679.02000,679.84000
1526203111,679.10000,679.84000
1526203117,679.11000,679.84000
1526203121,679.20000,679.84000
1526203124,679.20000,679.83000
1526203125,679.11000,679.83000
1526203131,679.20000,679.83000
1526203136,679.12000,679.83000
1526203140,679.30000,679.83000
1526203145,679.12000,679.83000
1526203148,678.81000,679.83000
1526203151,679.30000,679.83000
1526203155,678.81000,679.83000
1526203162,678.90000,679.83000
1526203167,678.82000,679.83000
1526465313,692.70000,693.79000
1526465314,692.70000,693.78000
1526203171,679.00000,679.83000
1526203176,678.82000,679.83000
1526465321,692.70000,693.77000
1526203178,678.82000,679.41000
1526203179,679.00000,679.41000
1526465324,692.63000,693.77000
1526465326,692.63000,693.76000
1526203184,678.82000,679.41000
1526203185,679.30000,679.77000
1526203187,679.30000,679.83000
1526465332,692.64000,693.76000
1526465333,692.64000,693.75000
1526203190,678.82000,679.79000
1526203191,678.83000,679.82000
1526203192,678.83000,679.83000
1526203193,679.30000,679.82000
1526465338,692.70000,693.75000
1526465340,692.64000,693.75000
1526203199,678.83000,679.82000
1526465344,692.63000,693.74000
1526203201,678.83000,679.77000
1526203203,678.90000,679.76000
1526203204,678.90000,679.77000
1526203208,678.83000,679.77000
1526203210,678.90000,679.82000
1526203211,678.90000,679.59000
1526465356,692.63000,693.74000
1526203214,678.83000,679.59000
1526203215,678.83000,679.58000
1526465360,692.70000,693.74000
1526203218,678.90000,679.58000
1526203220,678.90000,679.59000
1526465366,692.63000,693.73000
1526203223,678.83000,679.59000
1526203225,678.90000,679.59000
1526465370,692.63000,693.73000
1526203229,678.90000,679.59000
1526465376,692.70000,693.72000
1526203234,678.83000,679.59000
1526203235,678.90000,679.59000
1526203240,678.83000,679.59000
1526465387,692.63000,693.71000
1526465390,692.70000,693.71000
1526203247,678.90000,679.58000
1526465393,692.63000,693.71000
1526203252,678.90000,679.58000
1526203253,678.90000,679.59000
1526203256,678.83000,679.59000
1526203257,678.90000,679.59000
1526465403,692.63000,693.71000
1526465406,692.70000,693.71000
1526203263,678.91000,679.59000
1526465408,692.63000,693.71000
1526203265,678.91000,679.58000
1526203267,678.91000,679.59000
1526465414,692.63000,693.81000
1526465417,692.70000,693.81000
1526465420,692.63000,693.81000
1526465422,692.63000,693.83000
1526203280,678.91000,679.58000
1526203282,678.91000,679.59000
1526203283,679.00000,679.57000
1526465430,692.70000,693.82000
1526203287,678.91000,679.59000
1526465433,692.63000,693.82000
1526465437,692.70000,693.82000
1526465439,692.63000,693.81000
1526465443,692.70000,693.81000
1526465445,692.63000,693.81000
1526465447,692.70000,693.81000
1526465448,692.70000,693.80000
1526465450,692.63000,693.80000
1526465451,692.64000,693.80000
1526203309,678.91000,679.58000
1526465456,692.64000,693.80000
1526465457,693.77000,693.80000
1526465459,693.77000,693.79000
1526203317,679.40000,679.59000
1526465463,693.78000,693.79000
1526465464,693.80000,693.81000
1526465465,693.82000,693.83000
1526465467,693.80000,693.83000
1526508362,697.86000,699.30000
1526465470,693.81000,693.83000
1526203328,679.40000,679.58000
1526203329,678.57000,679.59000
1526203330,678.58000,679.58000
1526203331,678.58000,679.57000
1526203332,679.10000,679.57000
1526203335,679.10000,679.56000
1526203337,678.59000,679.56000
1526203341,678.90000,679.56000
1526203346,678.60000,679.56000
1526203347,678.80000,679.56000
1526203352,678.80000,679.56000
1526203357,678.90000,679.56000
1526465504,693.82000,693.83000
1526203361,678.81000,679.56000
1526203363,678.90000,679.56000
1526203364,678.91000,679.56000
1526465509,693.82000,694.88000
1526465511,694.40000,694.89000
1526465512,694.40000,694.88000
1526203369,678.91000,679.55000
1526203371,678.92000,679.55000
1526508370,699.60000,699.74000
1526465518,694.03000,694.88000
1526465519,694.03000,694.87000
1526465521,694.41000,694.86000
1526465523,694.42000,694.86000
1526203380,678.92000,679.54000
1526203383,678.92000,679.54000
1526465529,694.42000,694.85000
1526465530,694.43000,694.85000
1526203390,678.92000,679.55000
1526465536,694.50000,694.85000
1526465539,694.44000,694.85000
1526465541,694.50000,694.85000
1526465544,694.44000,694.85000
1526465546,694.60000,694.85000
1526465549,694.61000,694.85000
1526465551,694.70000,694.84000
1526465553,694.62000,694.89000
1526465554,694.63000,694.89000
1526465558,694.64000,694.89000
1526465560,694.70000,694.89000
1526465561,694.70000,694.88000
1526203418,678.93000,679.55000
1526465563,694.66000,694.89000
1526465565,694.70000,694.89000
1526465569,694.71000,694.89000
1526465574,694.80000,694.89000
1526203433,678.94000,679.55000
1526465580,694.82000,694.89000
1526508381,697.86000,699.18000
1526465586,694.82000,696.53000
1526465589,694.82000,696.36000
1526465590,695.40000,696.36000
1526203447,679.20000,679.55000
1526465593,694.82000,696.36000
1526465594,694.82000,696.35000
1526465596,695.20000,696.34000
1526465598,695.20000,696.33000
1526465599,694.82000,696.33000
1526465601,694.82000,695.20000
1526465602,694.82000,696.33000
1526465603,695.41000,696.32000
1526203462,679.20000,679.58000
1526203463,679.20000,679.55000
1526203464,679.20000,679.58000
1526203465,679.20000,679.55000
1526203467,679.20000,679.58000
1526203474,679.20000,679.39000
1526465621,695.41000,696.32000
1526203479,679.21000,679.39000
1526465625,695.41000,696.31000
1526465627,695.44000,696.31000
1526203484,679.21000,679.55000
1526465629,695.41000,696.32000
1526465632,695.48000,696.32000
1526203490,679.21000,679.30000
1526465637,695.41000,696.32000
1526203494,679.22000,679.30000
1526465639,695.52000,696.32000
1526203496,679.31000,679.55000
