None
USDTUSD
time,bid,ask
1525690368,0.99740000,0.99780000
1525719040,0.99930000,0.99970000
1525719042,0.99930000,0.99980000
1525739523,0.99720000,0.99830000
1525690372,0.99750000,0.99780000
1525739527,0.99740000,0.99870000
1525702673,0.99830000,0.99920000
1525686295,0.99670000,0.99800000
1525690393,0.99750000,0.99790000
1525686300,0.99640000,0.99800000
1525686305,0.99650000,0.99800000
1525683673,0.99610000,0.99670000
1525690406,0.99750000,0.99780000
1525739559,0.99750000,0.99890000
1525686312,0.99630000,0.99800000
1525686313,0.99640000,0.99800000
1525686314,0.99650000,0.99800000
1525686318,0.99660000,0.99800000
1525698608,0.99790000,0.99900000
1525667848,0.99620000,0.99710000
1525698610,0.99780000,0.99900000
1525698611,0.99780000,0.99890000
1525743670,0.99960000,0.99980000
1525731385,0.99970000,0.99990000
1525690436,0.99750000,0.99790000
1525751878,0.99800000,0.99830000
1525751879,0.99800000,0.99810000
1525739600,0.99770000,0.99880000
1525686353,0.99660000,0.99820000
1525686355,0.99670000,0.99820000
1525719124,0.99920000,0.99970000
1525739605,0.99780000,0.99870000
1525698647,0.99780000,0.99950000
1525686360,0.99680000,0.99810000
1525698650,0.99780000,0.99940000
1525686365,0.99680000,0.99820000
1525747808,0.99660000,0.99760000
1525698657,0.99780000,0.99930000
1525747811,0.99670000,0.99760000
1525698660,0.99780000,0.99920000
1525694568,0.99760000,0.99930000
1525691068,0.99740000,0.99840000
1525747818,0.99700000,0.99760000
1525681511,0.99690000,0.99800000
1525747822,0.99710000,0.99760000
1525739631,0.99790000,0.99860000
1525698676,0.99780000,0.99910000
1525708499,0.99850000,0.99900000
1525704041,0.99830000,0.99920000
1525727353,0.99910000,0.99990000
1525719163,0.99920000,0.99960000
1525698684,0.99780000,0.99950000
1525719166,0.99910000,0.99960000
1525698687,0.99780000,0.99940000
1525719168,0.99930000,0.99960000
1525731457,0.99980000,0.99990000
1525698690,0.99660000,0.99940000
1525686403,0.99680000,0.99810000
1525698693,0.99670000,0.99940000
1525698694,0.99680000,0.99940000
1525689025,0.99680000,0.99770000
1525698696,0.99690000,0.99920000
1525686411,0.99680000,0.99820000
1525698700,0.99700000,0.99920000
1525698701,0.99700000,0.99910000
1525723279,0.99910000,0.99990000
1525698704,0.99710000,0.99910000
1525719185,0.99910000,0.99940000
1525698707,0.99720000,0.99910000
1525698710,0.99720000,0.99770000
