time,price,volume,buy_or_sell,market_or_limit,misc
1527020981.9052,8176.00000,0.00000353,s,l,
1527022398.2069,8156.40000,0.01000000,b,m,
1526924098.5806,8399.90000,0.00662622,s,l,
1526952741.0271,8268.00000,0.10070646,s,m,
1526965292.1363,8273.60000,0.02145000,s,m,
1526924104.5244,8399.90000,0.05260000,s,l,
1526979826.135,8252.00000,0.02000000,s,m,
1526934327.8811,8395.30000,0.00250000,b,m,
1527022533.2363,8100.00000,2.00000000,s,l,
1526979864.0913,8235.20000,0.12650612,s,m,
1526951499.8887,8294.90000,0.00274910,s,m,
1526989674.1364,8235.20000,0.00357973,s,l,
1526932154.1579,8379.70000,0.22610000,b,m,
1526994012.6005,8174.90000,0.10000000,s,l,
1526924146.5951,8399.90000,0.03873996,s,l,
1526924147.6277,8399.90000,0.07790000,s,l,
1527022453.9279,8154.50000,0.03000000,s,l,
1526950032.7788,8331.00000,0.09610000,s,m,
1527028716.963,8035.30000,0.00000064,s,m,
1527017773.2736,8143.00000,0.10000000,s,m,
1526949756.2078,8386.00000,0.30070832,s,l,
1527008432.9166,8213.50000,0.00100000,s,m,
1527022247.2167,8154.50000,0.04871436,s,l,
1526928875.8935,8344.40000,0.05992043,s,m,
1526991133.5873,8175.00000,0.22037552,s,l,
1526956934.7347,8310.00000,0.50000000,b,m,
1527022471.4843,8141.40000,0.35000000,s,m,
1527027180.6887,8088.00000,0.05420329,b,l,
1526924175.382,8399.90000,0.11860000,s,l,
1526924176.1193,8400.00000,0.08393267,b,l,
1526924177.8492,8399.90000,0.01450000,s,l,
1526925822.9886,8299.90000,0.88269928,s,m,
1527017086.2832,8183.00000,0.01498670,b,l,
1526924180.9286,8399.90000,0.07790000,s,l,
1527022486.5334,8136.80000,0.24000000,s,m,
1527022491.0346,8141.20000,0.71054101,b,l,
1527022496.2153,8137.00000,0.65323011,b,l,
1527028743.4584,8020.00000,0.27635500,s,l,
1527022501.6131,8133.40000,1.00000000,s,m,
1526953642.9253,8284.10000,0.00400000,s,m,
1527022504.3138,8130.60000,0.00286713,s,l,
1526924201.5272,8399.90000,0.01656353,s,l,
1527022506.3017,8128.80000,0.10000000,s,l,
1527022509.7933,8125.00000,0.06038456,s,l,
1527022510.7706,8121.00000,0.11000000,s,l,
1526924209.1599,8399.90000,0.00829104,s,l,
1527022514.5293,8120.00000,0.00100000,s,l,
1526999223.6427,8233.60000,0.06341418,b,m,
1527022519.353,8120.10000,0.25970000,s,l,
1527022520.7602,8111.00000,0.01500000,s,l,
