time,bid,ask
1526988801,683.12000,684.78000
1526988802,683.13000,684.78000
1526988804,683.13000,684.50000
1526988806,683.13000,684.77000
1526988808,683.20000,684.77000
1526988809,683.20000,684.76000
1526988811,683.14000,684.76000
1526988813,683.14000,684.50000
1526988816,683.14000,683.20000
1526988820,683.28000,684.72000
1526988821,683.83000,684.72000
1526988822,683.28000,684.02000
1526988824,684.17000,684.72000
1526988825,683.67000,684.72000
1526988826,684.08000,684.78000
1526988828,684.20000,685.07000
1526988830,684.87000,685.07000
1526988833,684.21000,685.07000
1526988834,684.87000,685.07000
1526988837,684.90000,685.65000
1526988838,684.90000,685.85000
1526988840,684.87000,685.64000
1526988845,684.91000,685.64000
1526988846,684.91000,685.85000
1526988853,684.91000,685.84000
1526988866,684.91000,685.83000
1526988878,684.91000,685.82000
1526988879,684.91000,685.83000
1526988881,684.91000,685.81000
1526988885,684.91000,685.83000
1526988886,684.91000,685.85000
1526988888,684.91000,685.80000
1526988890,686.00000,686.07000
1526988892,684.91000,685.98000
1526988894,684.91000,685.80000
1526988898,684.91000,685.79000
1526988900,684.53000,685.70000
1526988903,684.53000,685.69000
1526988904,684.23000,685.69000
1526988905,684.24000,685.68000
1526988906,684.40000,685.68000
1526988907,684.23000,685.67000
1526988910,684.08000,685.45000
1526988912,684.08000,685.44000
1526988914,684.09000,685.44000
1526988915,684.09000,685.43000
1526988916,684.09000,685.40000
1526988917,684.09000,685.43000
1526988918,684.09000,685.42000
1526988922,684.09000,685.41000
1526988923,684.10000,685.40000
1526988924,684.09000,685.41000
1526988928,684.10000,685.41000
1526988930,684.09000,685.42000
1526988933,684.09000,685.40000
1526988938,684.14000,685.40000
1526988940,684.20000,685.65000
1526988942,684.09000,685.65000
1526988946,684.10000,685.65000
1526999747,683.50000,683.84000
1526988948,684.12000,685.65000
1526988951,684.13000,685.65000
1526988953,684.14000,685.50000
1526988955,684.14000,685.66000
1526988959,684.14000,685.50000
1526988961,684.14000,685.65000
1526988962,684.15000,685.65000
1526988965,684.20000,685.65000
1526988966,684.15000,685.65000
1526988967,684.18000,685.65000
1526988969,684.19000,685.65000
1526988974,684.20000,685.65000
1526988975,684.30000,685.65000
1526988976,684.31000,685.65000
1526988983,684.31000,685.66000
1526988985,684.32000,685.60000
1526988987,684.32000,685.66000
1526988989,684.34000,685.66000
1526988993,684.35000,685.66000
1526988996,684.40000,685.66000
1526988998,684.41000,685.66000
1526989002,684.41000,685.60000
1526989004,684.41000,685.66000
1526989006,684.41000,685.76000
1526989008,684.50000,685.76000
1526989010,684.44000,685.76000
1526989012,684.45000,685.76000
1526989015,684.50000,685.76000
1526989017,684.48000,685.76000
1526989019,684.49000,685.76000
1526989020,684.50000,685.76000
1526989023,684.51000,685.76000
1526989027,684.54000,685.76000
1526989029,684.55000,685.76000
1526989030,684.60000,685.76000
1526989033,684.55000,685.76000
1526989034,684.58000,685.76000
1526989041,684.60000,685.76000
1526989043,684.58000,685.76000
1526989044,684.60000,685.76000
1526989045,684.62000,685.76000
1526989050,684.70000,685.76000
1526989052,684.62000,685.76000
1526989054,684.70000,685.76000
1526934229,697.26000,697.77000
1526989069,684.71000,685.76000
1526989074,684.74000,685.76000
1526989077,684.74000,685.78000
1526989079,684.74000,685.75000
1526989081,684.76000,685.75000
1526989087,684.77000,685.75000
1526989091,684.78000,685.75000
1526989092,684.77000,685.75000
1526989094,684.78000,685.78000
1526989098,684.79000,685.78000
1526962350,685.51000,686.06000
1526989106,684.82000,685.78000
1526989110,684.82000,685.77000
1526989112,684.82000,685.23000
1526989114,684.83000,685.23000
1526989117,684.86000,685.23000
1526989126,684.86000,685.77000
1526989128,684.86000,685.78000
1526989130,684.87000,685.78000
1526989134,684.87000,684.97000
1526989135,684.88000,684.97000
1526989150,684.90000,684.97000
1526989151,684.89000,684.97000
1526989152,684.89000,685.78000
1526989154,684.90000,685.78000
1526989160,684.91000,685.78000
1526989161,684.92000,685.78000
1526989166,685.00000,685.78000
1526989168,684.94000,685.78000
1526989170,685.01000,685.78000
1526989172,685.02000,685.78000
1526989178,685.04000,685.78000
1526989182,685.05000,685.78000
1526989185,685.05000,685.77000
1526989190,685.22000,685.77000
1526989192,685.30000,685.77000
1526989193,685.22000,685.77000
1526989197,685.30000,685.77000
1526989198,685.22000,685.77000
1526989199,685.22000,685.78000
1526989200,685.27000,685.78000
1526989201,685.28000,685.78000
1526989202,685.30000,685.78000
1526989205,685.31000,685.78000
1526989207,685.40000,685.78000
1526989208,685.32000,685.78000
1526989210,685.35000,685.78000
1526989217,685.40000,685.78000
1526989220,685.41000,685.78000
1526989224,685.50000,685.78000
1526989225,685.44000,685.78000
1526989228,685.70000,685.78000
1526989230,685.64000,685.78000
1526989231,685.70000,685.78000
1526989233,685.80000,686.38000
1526989234,685.80000,686.65000
1526989236,685.71000,686.65000
1526989239,685.80000,686.65000
1526989240,685.72000,686.65000
1526989242,685.73000,686.65000
1526989244,685.80000,686.65000
1526989246,685.73000,686.65000
1526989248,685.80000,686.65000
1526989249,686.20000,686.65000
1526989251,686.24000,686.65000
1526989255,686.24000,686.85000
1526989257,686.26000,686.85000
1526989262,686.27000,686.85000
1526989266,686.30000,686.85000
1526989267,686.27000,686.85000
1526989268,686.30000,686.85000
1526989270,686.31000,686.85000
1526989275,686.40000,686.85000
1526989276,686.32000,686.85000
1526989279,686.34000,686.85000
1526989282,686.35000,686.85000
1526989283,686.40000,686.85000
1526989284,686.35000,686.85000
1526989286,686.41000,686.85000
1526999804,683.53000,683.83000
1526989291,686.41000,686.87000
1526939167,693.00000,694.46000
1526989310,686.42000,686.87000
1526989321,686.46000,686.87000
1526989325,686.47000,686.87000
1526989331,686.16000,686.20000
1526989335,686.17000,686.20000
1526989337,686.18000,686.20000
1526950667,694.64000,694.68000
1526989352,686.30000,686.87000
1526989354,686.19000,686.87000
1526984181,686.24000,686.65000
1526989356,686.60000,686.87000
1526989358,686.38000,686.87000
1526956125,688.01000,688.03000
1526989362,686.39000,686.87000
1526989365,686.50000,686.87000
1526989367,686.39000,686.87000
1526989369,686.40000,686.87000
