time,price,volume,buy_or_sell,market_or_limit,misc
1526995074.9093,682.99000,0.05000000,b,l,
1527005185.5392,678.58000,0.03600000,b,l,
1526990711.2255,683.47000,0.89190000,b,m,
1526952003.8306,685.00000,0.25000000,s,m,
1527024534.8578,652.97000,0.02000000,b,m,
1526988820.8347,683.20000,1.50000000,b,l,
1526931789.9651,696.96000,0.35400000,b,m,
1526988824.3208,684.02000,0.10345552,b,l,
1526988825.97,684.72000,14.60800000,b,l,
1526923291.8178,696.89000,0.30000000,b,m,
1526988828.7269,684.78000,0.83496665,b,l,
1526988836.1273,685.07000,1.00487504,b,l,
1526988837.1688,685.07000,1.54474438,b,l,
1526969688.185,694.00000,3.94600000,b,l,
1526988842.6597,684.87000,0.26631637,s,l,
1526956076.7751,688.01000,0.50000000,s,m,
1527021617.6821,662.88000,0.15000000,b,l,
1526990711.2003,682.13000,1.11730965,s,m,
1527010654.9052,675.97000,0.02600000,b,m,
1527030297.9378,642.59000,0.20000000,b,m,
1526986813.8641,689.99000,0.09242510,b,m,
1527017753.9286,663.08000,1.40170000,s,l,
1527021633.5094,662.88000,1.00000000,b,m,
1527021643.7928,663.69000,0.02600000,b,m,
1527005934.7515,679.35000,0.02700000,b,m,
1527021648.5908,663.40000,0.15000000,b,m,
1527024092.2396,650.30000,7.43550853,s,l,
1526964525.2602,686.24000,7.37112161,s,m,
1526956118.9934,688.02000,1.00000000,b,l,
1527016121.9051,672.76000,13.48700000,b,m,
1526988890.43,685.88000,0.02400000,b,l,
1526988892.8218,686.00000,4.23664150,s,l,
1526923358.9899,696.50000,3.00000000,s,l,
1527011067.453,675.00000,1.58466304,s,m,
1526923363.3103,696.20000,5.74000000,s,l,
1526988900.3551,685.79000,0.02000123,b,l,
1526923366.4951,696.20000,0.10780574,s,l,
1526988904.2339,684.53000,0.85525222,s,l,
1526923369.2524,696.20000,3.00000000,s,l,
1527021677.0169,662.96000,0.02600000,b,m,
1526983806.737,686.67000,0.02800000,b,l,
1527021679.5141,662.95000,0.02600000,b,l,
1526977896.686,692.07000,0.02500000,b,l,
1526995105.6465,683.90000,0.01040000,b,m,
