time,price,volume,buy_or_sell,market_or_limit,misc
1526913351.0771,0.99840000,30.04898000,s,m,
1526936235.4243,1.00000000,34.58724000,b,l,
1526865924.2492,1.00060000,34.50235000,b,m,
1526874752.42,1.00070000,34.57248000,s,l,
1526936160.8193,1.00180000,34.56849000,b,m,
1526873686.8677,1.00080000,75.00000000,s,l,
1526955183.9802,0.99990000,583.08857000,b,l,
1526912285.3349,0.99840000,75.00000000,b,l,
1527016937.9326,0.99900000,30.03033000,s,l,
1527019413.9804,0.99710000,30.08755000,s,m,
1526865924.2699,1.00060000,34.50235000,b,m,
1527024714.297,0.99790000,30.06374000,s,m,
1526923292.1954,0.99880000,69.59864553,b,l,
1527030398.0682,0.99890000,30.04116000,b,m,
1526873531.9642,1.00120000,29.99850000,b,m,
1526939217.881,0.99790000,30.06223000,s,m,
1527020171.7768,0.99860000,30.17228000,s,l,
1527027127.554,0.99880000,301.64395956,b,l,
1526975712.4295,0.99900000,1882.46501810,s,l,
1526934381.5528,1.00010000,5500.00000000,b,m,
1526980648.1633,0.99950000,74.99999876,b,l,
1526980649.9316,0.99950000,0.00000124,b,l,
1527021610.2115,0.99090000,30.27581000,s,l,
1527020110.9135,0.99700000,30.09027000,s,m,
1526869729.467,1.00080000,34.53355000,s,m,
1527024386.8852,0.99710000,9000.00000000,s,m,
1527013423.0438,0.99880000,0.01989657,s,l,
1526932881.1922,0.99970000,2873.83972423,b,m,
1526924834.696,0.99850000,26.30505286,b,l,
1527017524.9458,0.99780000,252.38885351,s,m,
1527021672.7674,0.99690000,30.27948000,b,l,
1527021610.1293,0.99500000,42.30380266,s,l,
1527014876.0168,0.99920000,75.00000000,s,m,
1526865982.2724,1.00070000,34.52581000,b,l,
1526966965.973,0.99940000,30.01651000,s,m,
1526865984.1188,1.00180000,29.99400000,b,l,
1526870081.473,1.00160000,34.52421000,b,l,
1526924834.7072,0.99850000,30.08243000,b,l,
1526865984.097,1.00180000,29.99400000,b,l,
1527021637.106,0.99700000,30.27948000,s,l,
1527021638.0741,0.99750000,30.27948000,s,l,
1526865991.8346,1.00060000,17.10597066,s,l,
1527024714.276,0.99810000,30.05560000,s,m,
1526950383.2478,0.99910000,30.06193000,b,l,
1527021644.2673,0.99750000,30.27948000,s,l,
1527021645.9903,0.99760000,30.27948000,s,l,
1526865999.1868,1.00090000,32.17685893,s,l,
1527024714.3433,0.99630000,30.11081000,s,m,
1526903160.0328,0.99860000,30.05018000,b,l,
1526866002.9108,1.00090000,32.17685893,s,l,
1527025571.3368,0.99790000,30.06856000,b,l,
1526866005.3176,1.00090000,32.17685893,s,l,
1527023851.5259,0.99780000,323.83460784,s,m,
1527021655.2729,0.99750000,14.44104000,s,l,
1526966966.0378,0.99780000,6207.11305198,s,m,
1526866016.1969,1.00090000,32.17685893,s,l,
1526866018.8235,1.00080000,32.11827166,s,l,
1527021667.6244,0.99690000,15.83844000,b,l,
1526923364.1463,0.99890000,74.99999370,b,l,
1526866021.0778,1.00070000,34.53255000,s,l,
1526873689.8588,1.00070000,34.57248000,s,l,
1526866023.2048,1.00070000,26.25744688,s,l,
1527021672.8043,0.99790000,0.00060000,s,l,
