Trade_volume,Number of trades with that volume
0.47624259,1
0.83765293,1
2.26412,1
3.0,60
4.5,1
5.0,192
6.9864087,1
7.0,12
8.893,1
9.04143885,1
10.0,61
11.0,2
12.22222,1
13.11,1
14.4067,1
15.1222,1
16.81746392,1
17.74990961,1
18.10282,1
3.23588,1
20.0,26
21.0,1
22.5,1
23.44667568,1
24.93516856,1
25.0,17
26.50872394,2
27.026946,1
28.2557356,1
29.97,2
30.0,6
5.25223312,1
32.92120657,1
33.3959365,1
34.13,1
35.0,2
36.558,1
6.92,13
38.23332,1
39.96,1
40.897062,1
41.00372451,1
42.18446625,1
7.14,7
44.90431556,1
45.5,2
46.018,1
47.9752492,1
0.04775639,1
49.49454849,1
50.02385312,1
51.17060463,1
52.6,1
53.57401615,1
54.0,1
55.9609,1
56.007,1
57.68651809,1
58.5111,1
59.23789004,1
60.31426491,1
10.02957321,1
62.204,1
63.7451097,1
64.07134411,1
0.02491174,1
2.0,3
67.571,1
68.90445676,1
69.90643442,1
70.31811249,1
71.95219013,1
72.02383936,1
73.2276,1
74.27038471,1
0.00152179,1
76.10173244,1
77.96,1
78.76,1
13.1482,1
80.08008008,1
81.43,1
82.23780305,1
83.4987644,1
84.89039227,2
14.338,1
86.65108854,1
87.70875008,1
88.39659162,1
89.76660682,1
90.075,1
15.79210152,1
92.07879343,1
93.0,2
94.0674357,1
95.63287538,1
96.87280451,1
97.28335596,1
98.95867964,1
99.83031117,1
100.0,57
101.903,1
102.068709,1
17.74899287,1
104.83234003,1
105.125,1
106.76534185,1
107.4999,1
108.9489,1
18.0,2
110.0129769,1
111.821,1
112.40897251,1
113.71929509,1
5.715e-05,1
115.0,1
116.21094178,1
117.27137956,1
118.86747331,1
119.1794,1
120.0,1
20.33,1
122.34453,1
123.75250065,1
124.66573482,1
125.0,3
4.0,7
21.1539,1
0.13700929,1
129.85747107,3
130.82825842,1
131.68829253,1
132.5,1
22.9232,1
134.1198459,1
135.87122546,1
136.71408294,1
137.06094535,1
138.1965651,1
139.93286272,1
140.4059032,1
0.00129995,1
142.1025,1
143.67006857,1
0.00417414,1
145.66642,2
146.80406631,1
147.0,1
148.94774047,1
149.74241164,1
150.60842538,1
25.25307799,1
0.0232788,1
7.65e-06,5
154.20056097,1
155.38944269,1
156.32902472,1
26.28764769,1
158.05613101,1
159.707,1
160.077,1
161.12262439,1
4.5e-07,1
27.75602057,1
164.99269564,1
165.20844125,1
166.54554555,1
167.55131651,1
168.32457593,1
28.76512402,1
170.0,2
171.19726722,1
172.0335025,1
173.0,2
142.29190486,1
29.45547822,1
176.50770414,1
177.27325036,1
178.07568809,1
179.3636909,1
180.0,2
30.44188971,1
182.219,1
183.25164,1
184.81439996,1
185.63373491,1
6.0,7
31.68137475,1
188.0,1
189.7806138,1
4.98703895,1
191.71378259,1
0.23026387,1
193.72672808,1
194.5,1
4.51100686,1
196.38648,1
3.44991218,1
198.91065531,1
199.56097519,1
15.0643,1
201.22493259,1
0.10387361,1
203.20969052,1
143.88694438,1
205.077,17
206.58750925,1
109.9346,1
208.24974212,1
9.353,1
210.0288,1
35.8704,1
212.18006927,1
41.65532544,1
214.16678859,1
216.08176005,1
36.10484177,1
218.83664723,1
219.64663166,1
5.2183,1
9.98402576,1
222.28218529,1
37.03703,1
0.0951904,1
225.86832335,1
226.58809121,1
38.47234137,1
230.86178145,1
231.0,1
232.89777,1
233.03522918,1
234.04059489,1
39.517,1
237.83807804,1
238.68273443,1
239.11267986,1
240.16981878,1
241.28754664,1
42.02763448,1
2.72e-05,1
17.86,2
8.0,1
41.59836,1
157.14277021,1
249.35168562,1
250.0,4
251.09500052,1
42.315,1
0.52729334,1
0.07770231,1
43.983,1
260.98511165,1
176.45,1
0.00058269,1
145.85414585,1
44.38985906,1
266.46952975,1
267.8074,1
270.0,2
45.04260276,1
43.0716853,1
274.74098466,1
275.0,1
276.37132876,1
277.65547,1
279.154566,1
2e-08,4
281.995996,1
282.73202,1
47.9375,1
36.36611655,1
78.1380088,1
286.84494103,1
0.07287908,1
48.725,1
18.93939,2
731.36021357,1
292.14976748,1
293.08,1
294.38790857,1
49.782168,1
296.29689248,1
298.04347212,1
299.46097025,1
300.0,6
50.0,16
302.44525641,1
44.87033708,1
304.66519971,1
10.6840057,1
51.56656031,1
308.51023815,1
309.567,1
310.0727,1
311.97979346,1
312.39945277,1
52.0,1
1.63e-06,1
26.211,1
4.71320168,1
4.68269425,1
53.312,1
0.08547688,1
0.07590149,1
322.9048096,1
323.0,1
324.51537862,1
54.85737084,2
0.44367702,1
7.80057323,1
329.662,1
55.9325643,1
332.63251361,1
1.7e-07,2
336.82771369,1
56.09494574,1
338.2071809,1
4.53691806,1
57.71208224,1
0.02413331,1
5.4e-07,1
58.8937364,1
3.583e-05,1
352.33929769,1
0.05912815,1
148.12742189,1
59.88024835,1
0.00917063,1
114.50068946,1
360.0,1
60.51535606,1
362.74994,1
364.39213814,1
0.00012074,1
12.0,5
0.00043361,1
0.08620913,1
369.40973703,1
62.33004264,1
0.19481163,1
0.0001526,1
217.01278,1
63.18606921,1
4.70445758,1
383.844,1
149.93831173,1
64.38155529,1
387.09629369,1
389.29926461,1
390.0,1
65.5311069,1
392.18446625,1
393.02075274,2
394.8139285,1
66.317,1
400.0,60
402.95920672,1
67.6977524,1
9.60560561,1
108.1903,1
408.08505027,1
68.89493796,1
411.08328328,1
5.939055,2
29.964,1
414.27742643,1
69.91610082,1
0.08008948,1
4.824e-05,1
82.69955729,1
70.13,1
1105.26791717,1
0.04776268,1
425.84478041,1
14.08936,1
71.39099996,1
430.73581956,1
0.03576745,1
72.74237777,1
10.28347047,1
438.8916,1
73.0667585,1
23.4642,1
756.89543082,1
6.166,1
443.7037594,1
444.11802886,1
74.925,1
0.15474023,1
2.33639344,1
75.82223674,1
1.725,1
453.29113,1
32.93439745,1
15.0,9
76.5366879,1
7.92048,1
77.59155804,1
11.12374645,1
7.252e-05,1
466.69901,1
468.24348968,1
78.25299296,1
173.98019274,1
7.53294,1
473.71235231,1
152.18158142,1
79.6344,1
478.17309399,1
84.40515448,1
80.0,2
50.819,1
0.00023019,1
16.0,1
81.238,1
489.18195051,1
0.05774135,1
52.802382,1
82.515,1
83.13881067,1
500.0,25
9.07,1
37.1682,1
504.0,1
84.80550188,3
5.71738321,1
508.66,1
509.25,1
510.45,1
85.96376082,1
0.37307753,1
0.64663313,1
34.15946779,1
17.0,1
86.0,1
87.05687251,1
524.09,1
525.22,1
7.194e-05,1
530.63,1
0.00076672,1
532.5,1
154.41727511,1
89.48464394,1
7.00700701,1
2.196e-05,1
541.98,1
542.21,1
546.85,1
91.29749468,1
550.73034299,1
92.12795198,1
14.24562691,1
555.44003987,1
556.22392794,1
558.27,1
93.60844077,1
0.04348482,1
10.44644645,1
564.39295407,1
94.95438705,1
566.37,1
0.32984539,1
34.10029793,1
569.36423185,1
6.243,1
95.0,4
53.67373019,1
4.52689102,1
36.829,1
576.95466704,1
96.64119332,1
580.90521396,1
97.20559153,1
15.96926592,1
0.0129106,1
0.00022356,1
98.78643182,1
28.62096112,1
781.48250419,1
594.89452204,1
99.9986,1
0.00030855,1
85.74437309,1
600.0,1
100.41234706,1
603.719,16
20.767,1
0.0517112,1
612.52430173,1
102.654,1
614.07743107,1
0.025542,1
103.23204734,1
29.92071991,1
19.73684211,1
157.0,1
104.89565961,1
1470.0,1
89.76660693,1
105.40084908,1
62.098839,1
55.27341,1
38.442,1
21.5,2
106.6416009,1
39.6293,1
3.8996,1
19.65589842,1
49.98546906,1
107.00456707,1
790.72852,1
0.00421115,1
108.11489723,1
0.30033231,1
158.73747829,1
109.9676,1
141.76883894,1
110.8209,1
662.039,1
56.70415493,1
39.19834807,1
111.73662591,1
5.06643519,1
167.96806707,1
295.46900237,1
0.00015949,1
113.95956674,1
157.18382,1
19.925,1
159.0,1
114.25793096,1
0.04821284,1
115.82982983,1
40.4302293,1
23.4995548,1
116.70426147,1
698.56058366,1
4.4843,1
1.95e-06,1
117.46706,1
0.23733064,1
68.23354985,1
708.54193927,1
118.76138815,1
710.24243478,1
158.79649838,1
24.94014366,1
160.56619729,1
718.30319973,1
11.17397967,1
120.00461045,1
723.48816554,1
41.26084456,1
24.42304557,1
121.16785021,1
7.6337519,1
731.0926751,1
3.37e-06,1
3.78264169,1
123.95222227,1
162.11725058,1
0.06412219,1
124.20012106,1
747.79964289,1
109.11026312,1
125.66999981,1
59.50341521,1
0.00037491,1
755.0,1
0.01214671,1
126.13183483,1
8.32,9
0.00056285,1
114.0,1
127.1272,1
4.98703371,2
5.74081476,1
0.96945066,1
0.14570844,1
6.363e-05,1
17.40088347,1
129.36051,2
16.39344,1
4.7619,1
94.62121432,1
130.00664774,1
60.43767407,1
0.04388249,1
30.7029663,1
9.97412311,1
0.00406151,1
7.64763,1
132.81618,1
114.34324324,1
5.00500501,2
133.867,1
134.8536,1
145.0172,3
810.68845525,3
135.85526563,1
812.56101959,1
95.22418983,1
94.22675883,1
44.2714636,1
0.01293267,2
136.81501625,1
186.07952,1
137.53858391,1
0.00019563,1
138.92661893,8
4.68534035,1
0.07478029,1
833.05919454,1
0.09570171,1
139.7089,1
15.981,1
96.83696716,1
823.8731681,1
845.14071747,1
28.0,1
141.7847,1
0.05949025,1
9.5976706,1
4.025e-05,2
142.8597,1
0.00081393,1
7.83423,1
143.0447,1
0.0155192,2
3.70352717,1
0.02857448,1
144.1097,1
1.453e-05,1
196.02422423,1
869.17174158,1
0.38022029,1
145.88704686,1
148.92612029,1
875.75071623,1
29.0,1
146.61879114,1
1.518e-05,1
0.00552879,1
147.3666859,1
885.07931019,1
8.97666073,1
3.353e-05,3
148.68986234,1
892.88654925,1
4.68395954,1
149.91727931,1
3.98962697,1
0.11952146,1
53.60110844,1
899.53115297,1
150.27896628,1
47.00254207,1
30.10608979,1
151.0,1
96.12853797,1
0.0531139,1
152.10067663,1
914.86465,1
2.55e-06,1
153.97903053,1
0.09014094,1
22.11371197,1
154.6321,1
0.72402333,1
3.95,1
2.8004212,1
34.818147,1
935.2898377,1
31.0,1
156.05256095,1
37.961,1
941.49433709,1
55.230968,1
157.42364348,1
0.01594892,1
945.7407488,1
158.46028661,1
23.28977762,1
953.082,1
159.79517556,1
956.99281868,1
94.77254589,1
958.0787284,1
42.16563764,1
160.06076828,1
4.99641501,1
49.17991,1
35.717,1
32.70745853,1
130.8701988,1
60.839,1
162.29749221,1
4.742e-05,1
981.7721,1
24.005,1
12.6149,1
169.93636878,1
986.845,1
5.98400001,1
991.845,16
0.01937261,1
18.65671,2
166.2296536,1
165.7876,1
1000.0,5
5.45781712,1
5.1e-07,1
167.668164,1
0.24740962,1
168.45944319,1
7.5575,1
23.98081,1
169.76234084,1
55.29180796,1
23.0,1
0.12932663,2
0.66322492,1
2.99222028,3
34.71719937,1
0.0021852,1
1.65603498,1
172.06352022,1
0.19800373,1
109.7156,1
1038.62297012,1
173.24739999,1
26.243,1
174.73079047,1
150.69522121,1
175.533,1
5.15330378,1
3.34338117,1
6.6e-07,1
18.79699,2
3.3995,1
177.31259363,1
5.6757186,1
178.8955385,1
10.5011482,1
179.845,1
0.00075242,1
8.484e-05,1
0.01784708,1
1084.44187,1
85.92719155,1
36.0,1
0.22140827,1
0.02069227,1
1091.49602618,1
0.51524284,1
20.6415,1
15.91230348,1
1098.8718814,1
241.83375984,1
0.00046085,1
184.28261679,1
0.24701098,1
185.0,2
114.9363,1
54.26647908,1
5.30174479,1
37.90145629,1
1119.10472349,1
0.0290594,1
2.40412542,1
187.41861364,1
149.73048515,1
64.1664964,1
2.29496003,1
89.41460134,1
0.05767547,1
1137.33973172,1
25.15770728,1
8.6092,1
72.29221044,1
38.0,1
57.05516015,1
1150.0,1
0.23138354,1
0.21440782,1
0.33995086,1
63.81534751,1
4.195e-05,1
5.49e-06,2
67.486,1
9.6e-07,2
0.00125577,1
195.0,1
248.03313725,1
0.005569,1
7.73375,1
39.0625,2
1180.89462756,1
9.072e-05,1
9.96e-06,1
198.69757127,1
0.00419599,1
199.6007984,1
147.99307856,1
108.6371,1
10.414,1
2.683e-05,1
74.64964965,1
82.10968491,1
108.6962,1
40.0,6
6.96791992,1
4.35e-06,1
117.0,1
5.64e-06,1
74.76587411,1
7.47037544,1
203.719,1
32.17728848,1
0.00100818,1
204.87170902,1
187.35938187,1
109.98745853,1
0.00368934,1
109.0212837,1
11.04254618,1
19.18649,1
37.35289,1
4.99899999,1
24.06370338,1
0.19715,1
1.5e-07,3
1244.36195783,1
0.00046709,1
1247.50499003,1
3.08,1
246.7235438,1
130.04984919,1
0.00015427,1
16.3601,1
209.33455303,1
6.84325355,1
44.71252124,1
12.65919017,1
3.338,1
59.36759122,1
42.0,2
8.2812105,1
212.0,1
166.6284,1
4.705,1
213.80081163,1
0.58760128,1
3.31084903,1
3.8701702,1
17.76884678,1
179.8458,1
77.3277899,1
50.754,1
90.85574578,1
13.36510674,1
60.84181129,1
43.0,1
26.6117458,1
1300.0,15
0.00024079,1
217.89883,1
31.141,1
0.02924303,1
5.54790532,1
5.558,1
7.5,1
0.09568444,1
18.58736,1
219.42736856,1
1.07338107,1
2.14e-06,1
1320.720423,1
47.820132,1
44.24926073,1
10.17627881,1
222.97815987,1
85.70588816,1
42.27990778,1
223.64744979,1
1.161e-05,1
0.00048339,1
0.21010838,1
181.70968668,1
2.041e-05,1
21.55797127,1
225.48519,1
79.6424,1
62.841,1
0.00497012,1
45.0,3
28.94014789,1
0.0310075,1
7.88068,1
0.00144644,1
5.69264,1
20.01,1
912.0,1
114.114,1
80.92458232,1
4.628e-05,1
46.04826333,1
12.97147219,1
7.814e-05,1
241.94612392,1
6.5e-07,1
33.09718619,1
5.2478469,1
4.09827426,1
0.02586547,1
0.06466332,1
235.34874262,1
98.93347705,1
81.75039227,1
47.0,2
0.05932135,1
2.29e-05,1
30.8206,1
9.83,1
238.66868257,1
0.00478467,5
7.58725,1
426.2479,1
76.83407305,1
47.346,1
63.20828434,1
0.00042304,1
18.08986138,1
0.00554929,1
241.78717431,1
148.04324394,1
23.21349491,1
47.9978979,1
2.5e-07,1
158.8369041,1
5.50362781,1
4.64343685,1
5562.23737118,1
4.73383985,1
245.42943932,1
3.704292,1
32.24449799,1
11.666008,1
154.03849855,1
4.81954,1
11.55816014,1
1.86e-06,1
37.0,1
24.75050681,1
249.7660739,1
7.532,1
0.00048837,1
5.97663012,1
250.53847922,1
0.04914412,1
4e-07,3
116.79323477,1
175.2498,1
3.679e-05,1
0.00952394,1
187.37183138,1
4.44145058,1
0.00013763,1
51.59623775,1
34.35225225,1
0.00060368,2
75.78138395,1
13.08,1
1.711e-05,1
6.4506,1
92.75,1
26.9475,1
259.97491706,1
9.97406742,4
43.48443594,1
1.721e-05,1
1.48e-06,1
1562.7513603,1
0.00048779,1
5.84197943,1
104.9054754,1
12.221,1
3.21,2
35.19449812,1
18.72659,1
18.01125736,1
325.08567262,1
165.2331,1
0.06320259,1
74.5271673,1
86.61503601,1
141.98614261,1
0.02219613,1
264.96610645,1
5.675319,1
5.2222575,1
0.00031812,1
265.84382792,1
87.25006666,1
140.46660905,1
0.00062049,1
4.472,1
36.53351683,1
19.979,1
0.07265397,1
267.19046992,1
599.04153355,1
4.615e-05,1
216.00837821,1
5.163e-05,1
270.65578971,1
88.18866515,1
4.48172576,1
5.722,1
37.796,1
0.26903061,1
3.311,1
419.08,1
956.38920122,1
171.52871884,1
191.69288901,1
12.383,1
275.275416,1
89.85603004,1
137.9159131,1
55.0,6
217.87389,1
38.31417,1
0.00025543,1
0.16968883,1
277.47345141,1
328.71083,1
0.16695795,1
2.66962512,1
0.00766153,1
0.69947962,1
8.5e-07,1
2.99222023,1
279.04174545,1
124.85214403,1
14.61193007,1
79.11968054,1
9.08689967,1
18.96860258,1
56.0,1
7.98722,1
39.3465,1
22.765,1
17.24040263,1
5.21562076,2
282.779,1
0.1189805,1
68.02108093,1
966.26811165,1
51.27648121,1
31.2,1
12.6811062,1
14.96110114,1
125.12780823,1
91.92220213,1
286.60784961,1
40.6504,1
0.02865112,1
9918.45001,1
39.01488835,1
175.0,1
0.17294988,1
2.7e-07,1
187.32314736,1
290.50175784,1
12.12611,1
11.20574923,1
9.48813623,1
167.319513,1
0.00011397,1
41.59696863,1
24.539,1
7.97925953,1
1.142e-05,1
39.52569,1
5.56348868,1
14.88,1
3.2279,1
0.22761489,1
9.0,11
74.67,1
124.09270422,1
295.693,1
15.815,1
0.00016936,1
0.02203831,1
0.00020769,1
42.62266938,1
0.00024667,1
0.00052098,1
1784.2478,1
6.88210659,1
34.67921597,1
0.43807038,1
0.37417602,1
0.00033538,2
128.1989,1
94.848,1
60.0,6
43.29884381,1
26.366,1
13.41249075,1
138.80071229,1
12.6006006,1
7.31787266,1
3.87146203,1
205.03857168,1
5.24970654,1
0.11536786,1
18.6185,1
11.68640708,1
12.5,1
129.98745853,3
1.3e-06,2
61.5958,1
39.097,1
44.034,1
0.05884437,1
0.00024229,1
8.9166744,1
0.47199521,1
630.59475511,1
46.41011719,1
149.9710592,1
19.52678338,1
3.64e-06,1
147.66402323,1
130.68340239,1
6.765e-05,1
2.337e-05,1
312.26100704,1
37.56071369,1
995.0,1
3.73316884,1
199.34712479,1
0.14300203,1
5.94533024,1
199.5609662,1
0.08379876,1
68.391,1
19.37984,1
4.46421928,1
0.00824361,1
3.13881067,1
38.768193,1
44.1429,1
46.8815272,1
29.1597,1
136.2689,1
9.40215033,1
14.74247047,1
85.70302438,1
8.4983114,1
19.45525,1
200.0,14
11.9943,1
0.46861072,1
3.3604,1
98.35690403,1
99.13124477,1
64.14464827,1
13.77421736,1
13.674,1
322.54201656,1
138.34849225,1
34.57809546,1
79.53237598,1
9.97042679,1
7.10736839,1
0.00042676,1
6.678e-05,1
36.425,1
94.42552553,1
8.7e-07,2
0.00048811,1
99.93989203,1
31.36963152,1
1.4e-07,1
122.1747249,11
0.00082307,1
0.00453685,1
328.35837496,1
10.53241961,1
23.27385,1
21.170808,1
0.20042384,1
100.1001001,1
0.48706664,1
74.2968392,1
1.461e-05,1
140.0,1
1.75e-06,1
0.00503783,1
176.36603125,1
82.800866,7
81.23503591,1
0.0284746,1
135.34410501,1
11.374,1
9.82,1
2.9e-07,1
0.10383911,1
0.05883491,1
67.89249027,1
50.49357496,1
138.2082534,4
1702.5112942,1
338.19088048,1
39.7296,1
339.38210037,1
136.71158962,1
102.15484312,1
4.3391,1
0.37052642,1
0.9978148,1
2.16033703,1
3.83842399,1
4.7521531,1
5.75853342,1
6.41264701,1
7.17261026,1
26.44932671,1
13.96123255,1
2.49002992,1
107.84349206,1
3.0000001,1
4.4e-07,1
150.0,4
137.42864109,1
2.47e-05,1
205.39879724,1
5.61186243,1
69.0,1
3.54609929,1
35.45373313,1
18.275,1
5.08824713,1
39.8708094,1
98.31356218,1
145.4162,1
6.036e-05,1
174.1739,1
10.35181613,1
72.8832,1
350.0,1
138.2364342,1
5.197797,1
4.333,1
70.0,2
53.97875609,1
4.52464802,1
36.066897,1
19.186,1
19.33488,1
40.233,1
6.46561156,1
0.00011955,1
0.00032415,1
24.15431255,1
11.4453,1
14.0,2
139.69267611,1
167.3202123,1
71.46875,1
54.39950989,1
5.6756187,1
37.59102749,1
20.57613,1
344.60029657,1
0.00026511,1
87.77180242,1
3.178818,1
5.8e-07,1
39.35452312,1
0.03879799,1
157.61561562,1
2.646e-05,1
5.53432498,1
106.11305562,1
8.0516403,1
72.04621713,1
38.943,1
0.56016535,1
0.4380704,1
5.52e-06,1
37.48380796,1
0.21140838,1
1e-08,4
141.9593,1
531.41,1
144.46253286,1
0.00096163,1
73.71056418,1
7.71759,1
39.08,1
22.69129609,1
4.51277114,1
36.09486663,1
1.448e-05,1
3.07964806,1
14.55702553,1
0.00067315,1
142.7723,1
0.04655759,1
108.47256426,1
10.01001001,4
74.21101597,1
57.36910264,1
40.80411094,1
4.13223,1
347.0,1
0.89946311,1
4.22421695,1
1.6e-07,1
14.59302736,1
5.321e-05,1
15.7467,1
41.93252713,1
143.48503994,1
135.97747748,1
109.2746,1
11.33567456,1
75.69009774,1
58.1248,1
56.94534548,1
6.735e-05,1
377.60053689,1
0.00028514,1
3.17394758,1
104.60185331,1
0.00524698,1
16.94813485,1
144.7782,1
30.453,1
105.32,1
0.89474693,1
0.05178103,1
59.35057944,1
42.718239,1
25.60029954,1
3.23794101,1
3.1e-07,1
4.39744381,1
3.34e-06,2
0.8413239,1
0.07759599,1
17.02856502,1
385.5430715,1
145.5171,1
167.69871493,1
0.00024817,1
9.643,1
0.00010042,1
7.1695,1
5.2782,1
0.04949653,1
18.8593218,1
12.185,1
8.303e-05,1
38.13960093,1
14.18600637,1
78.54251,1
27.40869989,1
0.00117107,1
149.17504162,1
8585.16818716,1
6.2705,1
79.328238,1
4.47828034,1
19.23076,3
19.9482888,1
6.10959905,1
147.47176086,1
113.2638228,1
9.31951838,1
19.11034966,1
79.21087738,1
