Trade_volume,Number of trades with that volume
0.62025877,1
2.40249484,1
34.56657,17
4.41449732,1
5.29673682,1
6.84275844,1
7.21221864,1
8.27510312,1
9.27742138,1
10.59272212,1
11.84610014,1
12.16394917,1
13.8486942,1
14.66251338,1
15.23163995,1
16.48647487,1
17.6624955,1
18.04361513,1
19.86757662,1
20.2326129,1
21.18414404,1
22.68398986,1
23.8772668,1
24.01311656,1
25.52349226,1
26.25744688,1
27.06613123,2
28.6690771,1
29.23335318,1
30.11559268,1
5.92229201,1
32.46160989,1
33.52231,2
34.52435,6
35.44102053,1
37.49965602,2
38.92215569,1
39.9456723,3
7.892e-05,1
41.14721971,1
42.83733762,1
7.44954261,1
44.01525831,1
45.9425774,1
46.3309229,1
47.3095808,1
48.0,1
49.53591323,1
51.09006772,1
52.58435996,1
54.19743023,1
9.09568294,1
56.79364,1
57.06933689,1
2.441e-05,1
59.8406472,1
30.05109,1
10.09078486,1
62.65019569,1
63.54027151,1
0.24247,1
65.10632,1
66.97585402,1
11.70744084,1
69.59864553,1
0.0005742,1
12.51991462,1
74.99939555,1
75.0,196
77.0,1
28.1265543,1
79.19175124,1
11.45972849,1
82.65379674,1
2131.67881818,1
84.3205,1
14.90536998,1
2745.39725951,2
89.908146,1
15.2473032,1
37.49999998,2
344.099,1
16.55020624,1
99.8003992,1
100.0,8
0.0004,1
17.03808868,1
105.0,1
2155.32783685,3
108.9215705,2
18.61473787,1
12.28734527,1
2160.17789223,1
1.623e-05,1
19.42171676,1
0.00160071,1
119.9199832,1
120.0,1
20.48209114,1
4218.62104525,1
123.16822217,1
124.97423864,1
125.93143713,1
4.89090951,1
21.20662643,1
25.03755633,1
129.6984,1
22.04665538,1
134.19317615,1
135.176,1
364.6395,1
30.08967,3
23.38543452,1
13.3137346,1
30.09036,2
142.34986176,1
0.02988036,1
24.14037114,1
147.5450625,1
149.9906736,1
25.25266862,1
2200.494,1
154.85190443,1
155.95577783,1
5.39046768,1
26.23054797,1
1369.10877,1
27.35435136,1
32.16266238,1
74.9956721,1
166.73458115,1
167.46222575,1
28.84833325,1
74.99346627,1
172.73221,1
173.0173,2
29.82336,1
178.3,1
3443.12732389,1
74.9993163,1
30.0111,2
30.27795,10
30.04386,13
0.62832896,1
0.06010108,1
32.16397516,1
1.6e-07,1
30.17593,4
197.92436685,1
33.85278029,1
15.47234337,1
0.00019,1
74.99922812,1
0.00109477,1
34.50883,2
1.33e-06,1
209.17662628,2
35.0072064,1
212.52158184,1
24.47332893,1
6361.59488481,1
5.00500502,2
6.3e-06,1
37.4994258,1
38.96164352,1
16.9127019,2
2280.0,1
39.9927936,2
4.31173232,1
34.53255,10
25.78978,1
15.07459028,1
690.929,1
3.1e-07,1
724.04276045,1
2298.0727999,2
252.38885351,1
42.82314107,1
63743.6353422,1
0.1992024,1
257.45058023,1
30.0024,2
74.9942269,1
30.03228,5
265.0,1
34.56021,15
269.22561401,1
2093.48,1
272.349,1
222.0282495,1
26.92802803,1
32.17685893,4
46.97004,1
2e-08,1
281.44853533,1
30.05018,29
4383.96906,1
34.56561,4
78113.4483,1
30.02642,9
291.38656715,1
74.99812425,1
0.00060445,1
300.46515471,1
301.165,1
4398.296,1
733.52437245,1
2440.0,1
10.0,5
52.79539764,1
34.58813,4
30.72877,4
316.192,1
4.9855872,1
4415.42966423,1
19.4866518,1
321.69288723,1
74.99978962,1
323.83460784,1
54.48766136,1
15.05590558,1
396.6785,1
6.6e-06,2
3127.23241109,1
333.016,1
4.82702503,1
8527.65866267,1
18488.5218,1
739.2559481,1
0.0085371,1
0.0008288,1
2391.0784295,1
344.67216315,2
0.00157971,1
58.90092,1
20.67652644,1
3.89852965,2
59.4662539,1
6.1e-07,1
74.9982671,1
2407.28966423,1
360.64028657,1
60.26774863,1
74.9999934,2
30.04416,18
29.85243123,1
17.61898716,1
12.34912405,1
0.00150902,1
19.93004991,1
370.41373424,3
3475.0,1
24950.0,1
375.484707,2
14.65513,1
6207.11305198,1
380.13237307,1
15.83844,1
382.79656382,1
383.16974709,1
384.10039622,1
64.1030445,1
3.934e-05,1
387.35528943,1
30.0908,1
74.99564317,1
2438.9577846,1
391.79982,1
2440.52111004,2
30.51613624,1
2443.029,1
396.32,1
397.49872,1
0.0003762,1
0.00813112,1
22.68421204,1
0.26682385,1
409.37249599,1
22.30577721,1
22941.033,8
69.09284866,1
0.00012922,1
419.7268,1
3e-08,1
423.6568,1
2470.76050502,1
423.20556444,1
31.63308,2
425.0,1
71.2287,1
428.1268,1
429.2227,1
34.57248,29
0.00092,1
23.23186472,1
0.00056,2
74.99270268,1
757.37157112,1
41409.55216639,1
451.151,1
2500.0,8
49.47650774,1
454.99953125,1
32.41275873,2
15.0,1
460.16662,1
29.9985,40
20942.30870871,1
77.56586153,2
34.53286,2
30.02252,1
32.3320218,1
0.77316425,1
471.79487574,1
420.06373402,1
25.0,6
0.00065,1
0.01020194,1
49634.53832,1
0.00027,1
74.99839929,1
30.02927,2
34.56849,2
30.03995,1
2541.409,1
12.40022284,1
495.42239049,1
34.81854649,1
25000.91,1
83.5,1
500.0,1
85.0,1
2553.28729301,2
6.00720865,2
2557.463,1
4.01736376,1
85.1435818,1
2560.69603867,1
0.0337461,1
34.50235,10
17.02127478,1
74.99987375,1
30.06193,1
74.994786,1
30.09,1
0.0399002,1
35345.09877657,1
26.65985351,1
9.98003992,1
154.60147035,2
20.48366971,3
0.00066718,1
4633.88027581,1
30.04086,17
8732.74895853,1
427.7379,2
0.04944873,1
544.08165984,1
35.22911353,1
18.75,1
4187.07257257,1
74.9872552,1
47654.53845526,1
0.04725936,1
4e-08,1
30.09008,1
32.564,2
59.99728417,1
6.00721345,1
30.06374,8
0.00064,1
4.86817921,1
19.82238837,1
578.46501809,4
74.99711345,1
583.08857,1
0.00012625,1
7.85e-06,1
12876.1148902,1
25165.04264264,1
34.53009,43
593.4764,1
594.56093625,1
99.5480866,1
0.00041918,1
122.84381533,1
3.08e-06,1
12887.06695099,1
43.09340274,1
100.15,1
5.95556072,1
20.71941511,1
10000.0,1
2.15278034,1
0.00971693,1
74.9930097,1
2.26304651,1
0.0006837,1
30.06735,8
29.9967,2
19.09422663,1
123.68145351,1
1470.78605101,1
631.873,1
13076.389,31
12926.389,1
0.42419477,1
0.0003011,1
74.9996989,1
2.036e-05,1
6593.43078762,1
30.00825,7
791.9797,1
0.0409,1
30.26329,19
2499.99854749,4
193172.81394504,1
56.2495914,1
0.01676993,1
12953.389,1
30.03845,7
671.875,1
112.4605087,1
674.64509194,1
4771.40018796,1
676.1449,1
74.9935872,1
792.9401,1
4777.71959553,1
12971.29933,1
686.5679568,2
0.03953839,1
18.416667,1
115.42943,1
32.43302784,1
8990.0,1
694.53484529,1
27320.31916168,1
2164.716,1
30.27936,1
5e-08,1
30.09032,1
6850.0,1
0.0008696,1
13000.0,8
13001.389,1
30.04116,20
30.02732,8
0.00054,1
720.5349819,2
30.0767,3
724.51398513,1
121.17411969,1
34.49591,4
11.6,2
30.06393241,1
34.57001,2
30.08786,17
0.0009,2
74.99248768,1
8937.34980431,1
747.3087801,1
60.181,3
5.925e-05,1
467.352,1
25.648145,1
29.91258942,1
8.03178913,1
809.6931,1
397.97785331,1
0.2208,1
3.976e-05,1
30.08755,3
34.56242,7
41732.53253253,1
74.99906052,1
0.00194246,1
0.0064128,1
30.02352,1
19.08426852,1
5.0,2
6926.631,1
20.14176,1
149.09871915,1
26.0,1
787.3861682,2
9.87393214,1
789.92912,1
30.091,1
792.1673,1
793.183,1
0.00131958,1
2181.16211878,1
47906.17,1
804.0201005,1
74.99862411,1
9000.0,18
3.104e-05,1
78634.1521,1
30.08973,1
27.72381156,1
34.54098,5
821.0762,1
8.87641185,1
2873.83972423,1
6.84754528,1
30.27551,1
4.07368895,1
30.09148,4
19.757915,1
15.0084,1
15.48220148,1
1.69e-06,1
6967.26737238,1
844.61606875,1
28.116918,1
847.903,1
0.0339746,1
2901.913,1
854.29322135,1
855.4758,1
74.9999874,1
858.4455,2
18.4432725,1
5.67922563,1
20.56766388,1
144.45102551,1
30.08347,1
869.60240136,2
0.00054649,1
0.02409272,1
4970.7576,1
46.4,1
29.994,38
12.92915,1
880.55096115,2
19.94003946,1
883.2696,1
30.00751,2
923.08552089,1
149.9986326,1
0.35490806,1
4994.05879117,1
74.9973,1
903.642,1
0.005214,1
47.85260614,1
30.05319,15
907.4724,2
0.00116,1
910.85229898,1
0.01970844,1
9.8999988,1
1177.01731731,1
922.05953386,1
30.03003,2
17.53439132,1
15.86301,2
99.96996396,1
74.99999666,1
74.99959326,1
823.83595314,2
939.43616,1
942.76474614,1
34.52421,1
6e-08,1
30.17228,30
948.634,1
158.5,4
550.776,1
0.00582704,1
30.04928,1
29.67566049,1
30.02102,1
0.24785294,1
100.15667069,1
30.08997,1
32.45659891,3
0.01223031,1
8e-07,1
14.81081,1
30.09118,11
0.01603152,1
979.7807,1
7e-08,1
5077.29096345,1
20.0,4
30.01231,1
5.71823675,1
0.76480987,1
165.79249531,1
1.24e-06,1
50000.0,3
33.70091707,1
16.93542,1
30.11171,11
1000.0,47
5098.84,1
1007.80601744,1
30.27892,1
25.68978195,1
1013.3706778,1
6.41454,1
3069.82085828,1
4.85553,1
0.86565293,1
1.45097021,1
2.5436205,1
34.4966,2
17.98234376,1
30.01921,14
12801.92336919,1
1033.81575762,2
74.9993978,1
855.7947,1
1037.64572434,1
173.95607,1
64.1135,1
427.8974,1
9.89368,1
3094.25918704,1
1049.65593564,1
1050.156,1
0.00015507,1
52.94749794,1
35.30176566,1
28.8016,1
0.00021058,1
74.99999876,1
42.37496764,1
13879.3095978,1
52.85667994,1
1988.24484044,1
1072.5177704,1
25.02753028,1
1078.54294885,1
8.09579715,1
6.12738695,1
30.07923,1
1084.57033577,1
30.06645,4
34.56629,5
523.874,1
15.10837324,1
1100.65316937,1
1946.63736373,1
1106.72527253,1
1e-08,1
27.3618025,1
37.5,5
20.69704832,1
0.00427081,1
8e-08,2
13.03938,1
5226.4379526,1
30.05033,1
29.80087988,1
14.44104,1
30.0556,11
1143.33141077,1
21.12454587,1
0.10184946,1
5.964e-05,1
14.95182972,1
848.64229824,1
0.00143632,1
1161.08864583,1
30.07941,30
30.06856,40
14.817,1
30.08991307,1
30.17259,7
9.49335612,1
17.5166241,1
5657.75498347,1
0.0006,1
39.0,1
22.76117,1
30.08393,1
0.00288655,1
539.85741675,1
30.27581,7
14.08447886,1
30.01741,6
200.24028834,1
10.38971886,1
0.00068,1
74.57530508,1
1206.52325349,1
9.96818122,1
30.04431,6
34.49706,2
2.9357007,1
30.05048,1
74.99999752,1
545.4305703,1
15560.6051,1
32.11827166,1
74.9999937,1
30.02522,3
1232.885,1
30.28192,4
30.06102,17
30.11081,7
3620.048,1
0.00046,4
5.0000419,1
19.80873253,1
30.07864,1
1.97210369,1
74.99931205,1
27.20515,1
30.07881,2
30.02582,3
7406.7199222,1
3311.66255123,1
0.02565896,1
42.30380266,1
25.02252026,1
1269.20492957,1
8404.0109,1
30.02793,4
4.61750058,1
40191.47562755,1
0.64210157,1
34.57043,1
0.0003976,1
0.00168088,1
13.9067213,1
1298.16293627,2
30.04356,7
9.8823,1
1309.43195473,1
1310.71523551,1
901.381,1
34.53355,18
5409.74522328,1
2.85256,1
29988.02788595,1
74.98368,1
30.01711,1
27.11702739,1
453.7187,2
2499.99709498,1
27.14739386,1
5000.50065085,1
0.0008467,1
30.06554,2
222.0,1
25.03003604,1
6.24198086,1
1343.616,1
34.55751,1
74.99551825,1
30.08243,14
28.60779799,1
34.03662,4
30.05771,9
18.0,3
3417.24,1
0.00018,2
2.6e-07,1
0.00091656,1
74.97590728,1
29.73944497,2
20.85144567,1
30.04898,7
82.14124994,1
0.0015194,1
1e-07,1
0.00077188,1
5499.0,1
5500.0,9
0.33425594,1
9.99558938,1
0.00012,1
74.99952951,1
30.04958,4
2626.16027577,1
237.37563127,1
30.0081,1
9.1331517,1
5.739e-05,1
17.7231,1
22.36979673,1
30.05279551,1
11.18704548,1
0.04788501,1
2.7223059,1
30.02026,1
30.08981,1
74.999466,1
30.07882,1
14.74418163,1
0.01992024,1
15.2653,1
10.8865,1
30.06223,3
8.71013898,1
23.2,1
34.58705,4
1468.02579226,1
1470.11553864,1
34.52043,6
3.77737714,1
49.96244356,1
32.4761873,1
15.95774213,1
15817.02353,1
528.509,1
30.0535,1
24.87513728,1
1497.70459728,1
1501.676,1
1508.811,1
74.99868042,1
34.58744,4
25.3969383,1
8.918325,1
0.01989657,1
7678.0,1
2.471e-05,1
34.5335,24
0.76666746,1
34.58754,2
17.02806556,1
13.84715489,1
1550.57270102,1
1551.26717041,1
26.30505286,1
30.06675,8
1.84047417,1
17.28097527,1
5656.83288118,1
74.99953125,1
34.49658,1
20001.89290502,1
9.37151168,1
30.01641,7
198180.79750684,1
0.79436698,1
14.8351268,1
939.47342,1
1585.0,1
10.18198,1
30.05892,1
34.52581,1
3.80002843,1
0.00560805,1
30.02312,15
7742.702,1
19.29845005,1
30.03875,4
74.80992,1
1609.69946995,2
0.0012112,1
34.58724,4
220.58576449,1
28.61100928,1
1.926e-05,1
3664.098,1
1.07837834,1
17.13638205,1
9145.690953,1
5.11116974,1
20.18390805,1
30.27948,10
