Trade_volume,Number of trades with that volume
0.8003,1
0.5,155
2.0,77
3.37569431,1
4.5,7
5.0,18
0.125,16
1.0,612
8.15161355,1
9.0,1
10.0,5
0.11478317,1
0.0572,1
2.25,3
0.68200169,1
15.93347567,1
0.00545288,1
0.00281588,1
3.0,16
0.00891661,1
0.377,2
0.00236503,1
0.02171594,1
4.0,8
0.0122,2
0.60326688,1
0.25,92
0.06707471,1
0.03805168,1
1.5,11
0.00532252,1
0.06751935,1
7.13445643,1
0.00608115,1
0.05397988,1
0.0985,4
0.1165,1
0.2076,2
0.0244,3
0.00297664,1
0.08076227,1
0.00313199,1
4.0043,1
0.21541912,1
0.0758821,1
2.375,2
0.447,1
0.00291833,1
0.00010932,1
0.00373882,1
0.59844405,1
0.4364,1
0.00084588,1
0.06199479,1
0.00126341,2
0.39667475,1
0.0061,2
1.30180712,1
0.233,1
0.00225382,3
15.35515273,1
0.08407141,1
1.03e-06,1
0.70556064,1
0.2277,1
0.02841703,1
0.27,3
0.30814198,1
0.01995668,1
20.38356337,1
0.36629731,1
0.0238,1
0.644,1
0.11178958,1
0.10494751,1
0.11314197,1
0.00018678,1
0.65829907,1
0.08349605,1
0.341,1
0.02205996,1
0.6853,1
0.01606417,1
0.00468111,1
0.00017699,1
0.0107,2
0.73657495,1
0.0085707,1
0.08396829,1
3.9,1
0.58044298,1
0.00071655,1
0.00019219,1
0.16531912,1
0.97180622,1
0.03685488,2
1.25,2
0.011185,1
0.01339803,1
6.0,1
0.05685218,1
0.08622248,1
2.26514218,1
0.04481,1
0.0116,4
0.01194134,2
0.0351,2
2.738e-05,1
0.89508692,1
0.0021299,1
0.02760653,1
0.2351,1
0.006093,1
37.60784962,1
0.0976,1
0.03062193,1
0.1025844,1
1.58e-05,1
0.00739411,1
0.00543682,1
0.1784885,1
0.788,1
0.1568,1
0.03033911,1
0.00298703,1
0.47104607,1
0.062,1
0.682,1
1.99999,1
0.00488601,1
0.20491818,1
0.57774416,1
0.05497922,1
0.01839691,1
0.10041078,1
0.30978034,1
0.10539,1
0.01941813,1
1.779,1
0.00194,3
0.00628416,1
0.01317,1
0.40021015,1
0.25595261,1
0.04512467,1
0.1062266,1
0.89167437,1
1.8771,1
0.365092,2
0.00492328,1
0.35738949,1
0.00210594,1
0.18668864,1
0.06294345,1
0.09241279,1
0.09195858,1
0.14613181,1
2.5,6
0.01496212,1
0.16900622,1
1.7e-07,1
0.19817421,1
0.03657269,1
0.27350928,1
0.00107242,1
0.00106409,1
0.02005792,1
0.03382014,1
0.1747,1
0.283227,2
0.07536322,1
0.04639853,1
0.98996591,1
0.01569722,1
0.26743,1
0.481982,1
0.20690745,1
0.02956047,1
9.3e-07,1
0.40873294,1
0.42237617,1
0.00713837,1
0.4750189,1
0.14880546,1
0.19916091,1
