time,bid,ask
1527021569,0.99720000,0.99830000
1527029765,0.99840000,0.99850000
1527021574,0.99730000,0.99830000
1526996999,0.99880000,0.99890000
1526980616,0.99940000,0.99950000
1527013385,0.99870000,0.99890000
1526988810,0.99920000,0.99930000
1527013387,0.99880000,0.99890000
1527021581,0.99740000,0.99830000
1527021583,0.99740000,0.99810000
1527021585,0.99750000,0.99810000
1527021588,0.99760000,0.99810000
1526977882,0.99830000,0.99870000
1526972446,0.99970000,0.99990000
1527021601,0.99770000,0.99810000
1526996998,0.99870000,0.99890000
1526980649,0.99940000,0.99960000
1527021610,0.99000000,0.99810000
1527021611,0.99740000,0.99810000
1526980652,0.99940000,0.99970000
1526979250,0.99850000,0.99860000
1526923310,0.99860000,0.99880000
1526980655,0.99940000,0.99950000
1526923313,0.99870000,0.99880000
1526964274,0.99930000,0.99950000
1526964275,0.99940000,0.99950000
1527013428,0.99870000,0.99890000
1527021622,0.99660000,0.99810000
1527021624,0.99670000,0.99810000
1526939706,0.99820000,0.99880000
1526939707,0.99810000,0.99880000
1527021629,0.99680000,0.99810000
1527021630,0.99690000,0.99800000
1526998368,0.99870000,0.99900000
1526923330,0.99870000,0.99900000
1526939715,0.99800000,0.99880000
1526956100,0.99960000,0.99980000
1527021637,0.99750000,0.99800000
1526998369,0.99890000,0.99900000
1526939720,0.99810000,0.99880000
1527021645,0.99760000,0.99790000
1527013455,0.99870000,0.99880000
1527021649,0.99760000,0.99800000
1527021651,0.99760000,0.99810000
1527021654,0.99750000,0.99810000
1527021655,0.99630000,0.99690000
1527029851,0.99840000,0.99880000
1527021661,0.99650000,0.99690000
1527005279,0.99880000,0.99900000
1527029856,0.99840000,0.99870000
1527005281,0.99880000,0.99890000
1526972516,0.99970000,0.99980000
1527021669,0.99660000,0.99690000
1526939752,0.99780000,0.99870000
1526950588,0.99880000,0.99920000
1526939754,0.99820000,0.99870000
1526997104,0.99880000,0.99910000
1527013489,0.99860000,0.99880000
1526997107,0.99870000,0.99910000
1527029876,0.99830000,0.99860000
1527021685,0.99650000,0.99690000
1527021686,0.99650000,0.99750000
1526931575,0.99930000,0.99950000
1527021688,0.99790000,0.99800000
1526951956,0.99850000,0.99920000
1527021690,0.99790000,0.99800000
1527003839,0.99880000,0.99900000
1526931580,0.99940000,0.99950000
1527021693,0.99640000,0.99800000
1527021695,0.99700000,0.99800000
1527021696,0.99700000,0.99750000
1526947969,0.99830000,0.99850000
1526947970,0.99830000,0.99840000
1527005316,0.99870000,0.99890000
1527021701,0.99710000,0.99800000
1527021702,0.99790000,0.99800000
1527021703,0.99710000,0.99800000
1526972552,0.99970000,0.99990000
1527021705,0.99790000,0.99800000
1527021708,0.99710000,0.99800000
1527021709,0.99700000,0.99750000
1526956176,0.99930000,0.99980000
1526956177,0.99940000,0.99980000
1527021714,0.99790000,0.99800000
1527021715,0.99790000,0.99800000
1527021717,0.99700000,0.99800000
1527021720,0.99700000,0.99750000
1526987460,0.99910000,0.99920000
1527021724,0.99710000,0.99750000
1526980765,0.99920000,0.99950000
1526939806,0.99780000,0.99870000
1526964383,0.99910000,0.99940000
1526980768,0.99930000,0.99950000
1527021729,0.99710000,0.99740000
1526939813,0.99790000,0.99870000
1527021738,0.99710000,0.99740000
1527005358,0.99870000,0.99880000
1527021743,0.99710000,0.99810000
1527021744,0.99710000,0.99790000
1527021745,0.99720000,0.99790000
1526939827,0.99810000,0.99870000
1527021749,0.99720000,0.99780000
1526971075,0.99930000,0.99980000
1526966985,0.99810000,0.99930000
1527021752,0.99730000,0.99780000
1527013562,0.99860000,0.99880000
1527029948,0.99830000,0.99850000
1526964413,0.99920000,0.99940000
1527021758,0.99730000,0.99790000
1526980799,0.99930000,0.99950000
1526956065,0.99950000,0.99980000
1527021771,0.99740000,0.99790000
1527021781,0.99750000,0.99790000
1527021785,0.99750000,0.99780000
1526939867,0.99810000,0.99860000
1526997214,0.99870000,0.99900000
1526997215,0.99870000,0.99890000
1526997216,0.99860000,0.99890000
1527013604,0.99860000,0.99870000
1526980838,0.99910000,0.99950000
1526942417,0.99860000,0.99890000
1526997224,0.99870000,0.99890000
1526980841,0.99910000,0.99940000
1526980842,0.99920000,0.99940000
1527021807,0.99750000,0.99780000
1526956276,0.99920000,0.99980000
1527021813,0.99750000,0.99790000
1527005431,0.99870000,0.99890000
1527021817,0.99750000,0.99780000
1526939898,0.99820000,0.99860000
1527021819,0.99750000,0.99790000
1527021820,0.99790000,0.99810000
1526923517,0.99860000,0.99890000
1527021822,0.99750000,0.99800000
1527021824,0.99740000,0.99800000
1526923521,0.99860000,0.99880000
1526923522,0.99870000,0.99880000
1526948103,0.99830000,0.99850000
1526948104,0.99830000,0.99840000
1526964491,0.99920000,0.99950000
1526964492,0.99930000,0.99950000
1526997263,0.99880000,0.99890000
1527021843,0.99750000,0.99790000
1527021844,0.99760000,0.99790000
1526939263,0.99810000,0.99950000
1526972699,0.99970000,0.99990000
1526965639,0.99920000,0.99960000
1527021878,0.99770000,0.99780000
1526965641,0.99930000,0.99960000
1527021884,0.99770000,0.99790000
1526965642,0.99930000,0.99940000
1526939968,0.99820000,0.99850000
1527030087,0.99780000,0.99870000
1526939977,0.99830000,0.99850000
1526939979,0.99820000,0.99850000
1526964558,0.99940000,0.99950000
1526989135,0.99940000,0.99990000
1527021916,0.99770000,0.99790000
1527005534,0.99870000,0.99890000
1527021919,0.99770000,0.99810000
1526989152,0.99940000,0.99980000
1526956385,0.99940000,0.99980000
1527021924,0.99800000,0.99810000
1526923621,0.99860000,0.99880000
1526923622,0.99860000,0.99900000
1527031185,0.99880000,0.99950000
1526940008,0.99830000,0.99850000
1526923625,0.99860000,0.99870000
1527021931,0.99770000,0.99810000
1526936978,1.00020000,1.00040000
1527013742,0.99860000,0.99890000
1527030127,0.99810000,0.99860000
1527013744,0.99870000,0.99880000
1526997361,0.99860000,0.99890000
