Trade_volume,Number of trades with that volume
0.5,146
1.0,297
2.0,139
3.0,101
4.0,61
5.32218056,1
0.125,5
1.5,85
8.012,1
9.05798368,2
10.2098151,1
11.9824999,1
12.5,2
2.5,17
14.241,22
15.0,25
16.72619873,1
17.0,1
18.31635851,1
19.979,1
20.0,11
21.53004628,1
22.44067185,1
23.74463987,1
24.80752597,1
4.5,7
26.641,1
27.5,1
28.4,1
29.0,2
30.0,4
0.375,4
32.39945886,1
33.66589428,2
2.47502996,1
35.874,1
36.22091005,1
6.0,23
38.07704759,1
39.21382152,1
40.14245453,1
41.41415149,1
42.81996508,1
43.04631583,2
44.46742861,1
45.3632103,1
46.95368417,1
47.11805752,1
48.722,1
8.0,16
50.43800303,2
51.856,1
52.20036985,1
53.64930578,1
54.31300303,1
55.0,1
56.50946583,1
57.69868729,1
3.95e-06,1
59.36474578,1
60.55972235,1
10.0,59
0.17418859,1
65.48860853,1
66.61680426,1
11.99572225,1
68.97434336,1
69.18507494,1
0.37766696,1
71.12741492,1
15.245,1
12.0,12
74.46779465,1
75.47057996,1
1.65446932,1
78.2713697,1
79.148,6
0.06002917,1
81.84309223,1
82.035,1
83.0,1
84.597,1
14.886,1
86.49219441,1
89.81108283,1
90.0,12
15.30751932,1
93.51103375,1
94.69766499,1
8.6064644,1
3.5,8
16.654,1
98.52364957,1
99.94348102,1
100.0,4
17.15236443,1
0.52,11
0.33503369,1
109.18664415,1
0.20584569,1
19.22252424,1
0.04536107,1
20.89,1
1.13,4
123.96864467,1
1.45554581,1
0.95294902,1
21.0,1
0.30095429,1
0.1499,3
130.10620118,1
22.9717539,1
0.2542244,1
0.62552521,1
23.94031412,1
0.15242,1
0.25871349,1
1.54727238,1
0.2785,2
24.51139147,1
0.29316242,1
0.69415984,1
25.0,12
0.02787309,1
0.30419893,1
0.18619818,1
0.25,93
26.66984925,1
158.99999697,1
0.06933394,1
0.02523194,1
0.34235805,1
27.63923228,1
28.5604,5
171.85368625,1
0.03002597,1
0.1671327,1
29.552,2
0.0367897,1
0.20648131,1
1.75,4
0.5718208,2
183.61009829,1
0.15742671,1
6.5,1
31.8822439,1
0.088234,1
0.07958,1
0.10815339,1
0.16553825,1
33.29925279,1
0.03005632,1
0.16847105,1
1.62962727,1
34.59248142,1
0.49386136,1
0.06055997,1
210.20668147,1
35.68699697,2
0.09928753,1
6e-07,1
36.772,1
220.4511,1
37.1787686,1
0.10320969,1
2.0631516,1
0.02691109,1
38.70564023,1
231.08305851,1
0.24188635,1
0.20449473,1
39.524,1
1.45,1
0.42461227,1
